pathwayName,sourceId,type,metabolite
"G(M2)-Gangliosidosis: Variant B, Tay-sachs disease",SMP00534,hmdb,Phosphate
Pindolol Pathway,SMP00306,hmdb,Phosphate
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,SMP00321,hmdb,Phosphate
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,SMP00321,hmdb,Adenosine
Phytanic Acid Peroxisomal Oxidation,SMP00450,hmdb,Succinate
"Fructose intolerance, hereditary",SMP00725,hmdb,Mannose-6-phosphate
"Fructose intolerance, hereditary",SMP00725,hmdb,Sorbitol
"Fructose intolerance, hereditary",SMP00725,hmdb,Phosphate
"Fructose intolerance, hereditary",SMP00725,hmdb,Fructose
"Fructose intolerance, hereditary",SMP00725,hmdb,Fructose-6-phosphate
"Fructose intolerance, hereditary",SMP00725,hmdb,Mannose
"Fructose intolerance, hereditary",SMP00725,hmdb,Fucose
Tigecycline Action Pathway,SMP00712,hmdb,Proline
Tigecycline Action Pathway,SMP00712,hmdb,Valine
Tigecycline Action Pathway,SMP00712,hmdb,Asparagine
Tigecycline Action Pathway,SMP00712,hmdb,Methionine
Tigecycline Action Pathway,SMP00712,hmdb,Isoleucine
Tigecycline Action Pathway,SMP00712,hmdb,Threonine
Tigecycline Action Pathway,SMP00712,hmdb,Alanine
Tigecycline Action Pathway,SMP00712,hmdb,Leucine
Tigecycline Action Pathway,SMP00712,hmdb,Histidine
Glutathione Metabolism,SMP00015,hmdb,Cysteine
Glutathione Metabolism,SMP00015,hmdb,Glycine
Glutathione Metabolism,SMP00015,hmdb,5-Oxoproline
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,N-Acetylneuraminate
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,Glutamine
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,N-Acetylglucosamine
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,Phosphate
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,N-Acetylmannosamine
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,Pyruvate
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,Fructose-6-phosphate
Salla Disease/Infantile Sialic Acid Storage Disease,SMP00240,hmdb,Fructose
Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency),SMP00235,hmdb,Carnitine
Troleandomycin Action Pathway,SMP00730,hmdb,Methionine
Troleandomycin Action Pathway,SMP00730,hmdb,Asparagine
Troleandomycin Action Pathway,SMP00730,hmdb,Proline
Troleandomycin Action Pathway,SMP00730,hmdb,Alanine
Troleandomycin Action Pathway,SMP00730,hmdb,Leucine
Troleandomycin Action Pathway,SMP00730,hmdb,Isoleucine
Troleandomycin Action Pathway,SMP00730,hmdb,Threonine
Troleandomycin Action Pathway,SMP00730,hmdb,Valine
Troleandomycin Action Pathway,SMP00730,hmdb,Histidine
Malonyl-coa decarboxylase deficiency,SMP00502,hmdb,beta-Alanine
Malonyl-coa decarboxylase deficiency,SMP00502,hmdb,Valine
Azithromycin Pathway,SMP00247,hmdb,Threonine
Azithromycin Pathway,SMP00247,hmdb,Alanine
Azithromycin Pathway,SMP00247,hmdb,Proline
Azithromycin Pathway,SMP00247,hmdb,Isoleucine
Azithromycin Pathway,SMP00247,hmdb,Leucine
Azithromycin Pathway,SMP00247,hmdb,Methionine
Azithromycin Pathway,SMP00247,hmdb,Asparagine
Azithromycin Pathway,SMP00247,hmdb,Valine
Azithromycin Pathway,SMP00247,hmdb,Histidine
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Malate
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Pyruvate
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Succinate
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Fumarate
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Phosphate
Pyruvate dehydrogenase deficiency (E3),SMP00550,hmdb,Citrate
Methylmalonic Aciduria,SMP00200,hmdb,Succinate
Methylmalonic Aciduria,SMP00200,hmdb,4-Methyl-2-oxopentanoate
Methylmalonic Aciduria,SMP00200,hmdb,Isoleucine
Methylmalonic Aciduria,SMP00200,hmdb,Phosphate
Methylmalonic Aciduria,SMP00200,hmdb,3-Methyl-2-oxovalerate
Methylmalonic Aciduria,SMP00200,hmdb,Valine
Methylmalonic Aciduria,SMP00200,hmdb,3-Methyl-2-oxobutyrate
Methylmalonic Aciduria,SMP00200,hmdb,Leucine
Isovaleric acidemia,SMP00524,hmdb,3-Methyl-2-oxobutyrate
Isovaleric acidemia,SMP00524,hmdb,4-Methyl-2-oxopentanoate
Isovaleric acidemia,SMP00524,hmdb,Phosphate
Isovaleric acidemia,SMP00524,hmdb,3-Methyl-2-oxovalerate
Isovaleric acidemia,SMP00524,hmdb,Valine
Isovaleric acidemia,SMP00524,hmdb,Succinate
Isovaleric acidemia,SMP00524,hmdb,Isoleucine
Isovaleric acidemia,SMP00524,hmdb,Leucine
Bupranolol Action Pathway,SMP00670,hmdb,Phosphate
Glutaric Aciduria Type I,SMP00185,hmdb,Carnitine
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,beta-Alanine
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,Phosphate
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,Glutamine
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,Uridine
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,"5,6-Dihydrouracil"
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,Uracil
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP00202,hmdb,Cytidine
Pyruvate Carboxylase Deficiency,SMP00350,hmdb,Alanine
Pyruvate Carboxylase Deficiency,SMP00350,hmdb,Phosphate
Pyruvate Carboxylase Deficiency,SMP00350,hmdb,Glycine
Pyruvate Carboxylase Deficiency,SMP00350,hmdb,Pyruvate
Sialuria or French Type Sialuria,SMP00216,hmdb,Phosphate
Sialuria or French Type Sialuria,SMP00216,hmdb,Pyruvate
Sialuria or French Type Sialuria,SMP00216,hmdb,N-Acetylneuraminate
Sialuria or French Type Sialuria,SMP00216,hmdb,N-Acetylmannosamine
Sialuria or French Type Sialuria,SMP00216,hmdb,Glutamine
Sialuria or French Type Sialuria,SMP00216,hmdb,Fructose
Sialuria or French Type Sialuria,SMP00216,hmdb,Fructose-6-phosphate
Sialuria or French Type Sialuria,SMP00216,hmdb,N-Acetylglucosamine
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,Isoleucine
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,Valine
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,3-Methyl-2-oxovalerate
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,3-Methyl-2-oxobutyrate
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,Phosphate
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,Succinate
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,Leucine
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,4-Methyl-2-oxopentanoate
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,Phosphate
Zoledronate Pathway,SMP00107,hmdb,Cholesterol
Zoledronate Pathway,SMP00107,hmdb,Phosphate
Zoledronate Pathway,SMP00107,hmdb,Squalene
Histidine Metabolism,SMP00044,hmdb,Histidine
Histidine Metabolism,SMP00044,hmdb,beta-Alanine
Histidine Metabolism,SMP00044,hmdb,3-Methylhistidine
Histidine Metabolism,SMP00044,hmdb,Phosphate
Histidine Metabolism,SMP00044,hmdb,Histamine
Amlodipine Pathway,SMP00376,hmdb,Phosphate
Tyrosinemia Type 3 (TYRO3),SMP00370,hmdb,Fumarate
Tyrosinemia Type 3 (TYRO3),SMP00370,hmdb,4-Hydroxyphenylpyruvate
Tyrosinemia Type 3 (TYRO3),SMP00370,hmdb,Tyrosine
Tyrosinemia Type 3 (TYRO3),SMP00370,hmdb,Phenylalanine
Irinotecan Pathway,SMP00433,hmdb,Phosphate
Neomycin Pathway,SMP00256,hmdb,Alanine
Neomycin Pathway,SMP00256,hmdb,Threonine
Neomycin Pathway,SMP00256,hmdb,Valine
Neomycin Pathway,SMP00256,hmdb,Methionine
Neomycin Pathway,SMP00256,hmdb,Isoleucine
Neomycin Pathway,SMP00256,hmdb,Proline
Neomycin Pathway,SMP00256,hmdb,Asparagine
Neomycin Pathway,SMP00256,hmdb,Leucine
Neomycin Pathway,SMP00256,hmdb,Histidine
Gentamicin Pathway,SMP00254,hmdb,Methionine
Gentamicin Pathway,SMP00254,hmdb,Histidine
Gentamicin Pathway,SMP00254,hmdb,Proline
Gentamicin Pathway,SMP00254,hmdb,Asparagine
Gentamicin Pathway,SMP00254,hmdb,Leucine
Gentamicin Pathway,SMP00254,hmdb,Threonine
Gentamicin Pathway,SMP00254,hmdb,Alanine
Gentamicin Pathway,SMP00254,hmdb,Isoleucine
Gentamicin Pathway,SMP00254,hmdb,Valine
Josamycin Action Pathway,SMP00731,hmdb,Valine
Josamycin Action Pathway,SMP00731,hmdb,Proline
Josamycin Action Pathway,SMP00731,hmdb,Methionine
Josamycin Action Pathway,SMP00731,hmdb,Threonine
Josamycin Action Pathway,SMP00731,hmdb,Histidine
Josamycin Action Pathway,SMP00731,hmdb,Isoleucine
Josamycin Action Pathway,SMP00731,hmdb,Asparagine
Josamycin Action Pathway,SMP00731,hmdb,Leucine
Josamycin Action Pathway,SMP00731,hmdb,Alanine
Oxycodone Pathway,SMP00409,hmdb,Phosphate
Chloramphenicol Action Pathway,SMP00729,hmdb,Valine
Chloramphenicol Action Pathway,SMP00729,hmdb,Histidine
Chloramphenicol Action Pathway,SMP00729,hmdb,Alanine
Chloramphenicol Action Pathway,SMP00729,hmdb,Threonine
Chloramphenicol Action Pathway,SMP00729,hmdb,Asparagine
Chloramphenicol Action Pathway,SMP00729,hmdb,Leucine
Chloramphenicol Action Pathway,SMP00729,hmdb,Proline
Chloramphenicol Action Pathway,SMP00729,hmdb,Methionine
Chloramphenicol Action Pathway,SMP00729,hmdb,Isoleucine
Carnitine palmitoyl transferase deficiency (II),SMP00541,hmdb,Carnitine
Thyroid hormone synthesis,SMP00716,hmdb,Tyrosine
Propranolol Pathway,SMP00307,hmdb,Phosphate
Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone,SMP00333,hmdb,Phosphate
Doxorubicin Metabolism Pathway,SMP00650,hmdb,Phosphate
Inositol Phosphate Metabolism,SMP00462,hmdb,Phosphate
Inositol Phosphate Metabolism,SMP00462,hmdb,Myo-Inositol
Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,SMP00354,hmdb,Phosphate
Sulfate/Sulfite Metabolism,SMP00041,hmdb,Phosphate
Thiamine Metabolism,SMP00076,hmdb,Phosphate
Doxycycline Pathway,SMP00291,hmdb,Isoleucine
Doxycycline Pathway,SMP00291,hmdb,Proline
Doxycycline Pathway,SMP00291,hmdb,Valine
Doxycycline Pathway,SMP00291,hmdb,Alanine
Doxycycline Pathway,SMP00291,hmdb,Threonine
Doxycycline Pathway,SMP00291,hmdb,Leucine
Doxycycline Pathway,SMP00291,hmdb,Histidine
Doxycycline Pathway,SMP00291,hmdb,Asparagine
Doxycycline Pathway,SMP00291,hmdb,Methionine
Lansoprazole Pathway,SMP00227,hmdb,Phosphate
Lansoprazole Pathway,SMP00227,hmdb,Histamine
Desmosterolosis,SMP00386,hmdb,Squalene
Desmosterolosis,SMP00386,hmdb,Phosphate
Desmosterolosis,SMP00386,hmdb,Cholesterol
Hypermethioninemia,SMP00341,hmdb,Serine
Hypermethioninemia,SMP00341,hmdb,Choline
Hypermethioninemia,SMP00341,hmdb,Cysteine
Hypermethioninemia,SMP00341,hmdb,Methionine
Hypermethioninemia,SMP00341,hmdb,Cystathionine
Hypermethioninemia,SMP00341,hmdb,Adenosine
Hypermethioninemia,SMP00341,hmdb,Betaine
Hypermethioninemia,SMP00341,hmdb,Phosphate
Hypermethioninemia,SMP00341,hmdb,Glycine
Hypermethioninemia,SMP00341,hmdb,Putrescine
Hypermethioninemia,SMP00341,hmdb,Spermidine
Propionic Acidemia,SMP00236,hmdb,3-Methyl-2-oxovalerate
Propionic Acidemia,SMP00236,hmdb,Succinate
Propionic Acidemia,SMP00236,hmdb,4-Methyl-2-oxopentanoate
Propionic Acidemia,SMP00236,hmdb,3-Methyl-2-oxobutyrate
Propionic Acidemia,SMP00236,hmdb,Phosphate
Propionic Acidemia,SMP00236,hmdb,Isoleucine
Propionic Acidemia,SMP00236,hmdb,Valine
Propionic Acidemia,SMP00236,hmdb,Leucine
CHILD Syndrome,SMP00387,hmdb,Squalene
CHILD Syndrome,SMP00387,hmdb,Phosphate
CHILD Syndrome,SMP00387,hmdb,Cholesterol
Sialuria or French Type Sialuria,SMP00217,hmdb,Pyruvate
Sialuria or French Type Sialuria,SMP00217,hmdb,N-Acetylmannosamine
Sialuria or French Type Sialuria,SMP00217,hmdb,Glutamine
Sialuria or French Type Sialuria,SMP00217,hmdb,N-Acetylneuraminate
Sialuria or French Type Sialuria,SMP00217,hmdb,Fructose
Sialuria or French Type Sialuria,SMP00217,hmdb,Phosphate
Sialuria or French Type Sialuria,SMP00217,hmdb,Fructose-6-phosphate
Sialuria or French Type Sialuria,SMP00217,hmdb,N-Acetylglucosamine
Glutaminolysis and Cancer,SMP02298,hmdb,Pyruvate
Glutaminolysis and Cancer,SMP02298,hmdb,Lactate
Glutaminolysis and Cancer,SMP02298,hmdb,Succinate
Glutaminolysis and Cancer,SMP02298,hmdb,Alanine
Glutaminolysis and Cancer,SMP02298,hmdb,Fumarate
Glutaminolysis and Cancer,SMP02298,hmdb,Aspartate
Glutaminolysis and Cancer,SMP02298,hmdb,Malate
Glutaminolysis and Cancer,SMP02298,hmdb,Leucine
Glutaminolysis and Cancer,SMP02298,hmdb,Phosphate
Glutaminolysis and Cancer,SMP02298,hmdb,Glutamine
Glutaminolysis and Cancer,SMP02298,hmdb,Citrate
Isoprenaline Action Pathway,SMP00663,hmdb,Phosphate
Glycolysis,SMP00040,hmdb,Glucose
Glycolysis,SMP00040,hmdb,Fructose-6-phosphate
Glycolysis,SMP00040,hmdb,Phosphate
Glycolysis,SMP00040,hmdb,3-Phosphoglycerate
Glycolysis,SMP00040,hmdb,Pyruvate
Isradipine Pathway,SMP00378,hmdb,Phosphate
Glycogen synthetase deficiency,SMP00552,hmdb,Phosphate
Glycogen synthetase deficiency,SMP00552,hmdb,Fructose
Glycogen synthetase deficiency,SMP00552,hmdb,3-Phosphoglycerate
Glycogen synthetase deficiency,SMP00552,hmdb,Maltose
Glycogen synthetase deficiency,SMP00552,hmdb,Glucuronate
Mycophenolic Acid Metabolism Pathway,SMP00652,hmdb,Phosphate
Leucine Stimulation on Insulin Signaling,SMP00682,hmdb,Leucine
Leucine Stimulation on Insulin Signaling,SMP00682,hmdb,Phosphate
Hypercholesterolemia,SMP00209,hmdb,Squalene
Hypercholesterolemia,SMP00209,hmdb,Cholesterol
Hypercholesterolemia,SMP00209,hmdb,Phosphate
Propoxyphene Action Pathway,SMP00672,hmdb,Phosphate
Streptomycin Pathway,SMP00259,hmdb,Methionine
Streptomycin Pathway,SMP00259,hmdb,Proline
Streptomycin Pathway,SMP00259,hmdb,Alanine
Streptomycin Pathway,SMP00259,hmdb,Valine
Streptomycin Pathway,SMP00259,hmdb,Threonine
Streptomycin Pathway,SMP00259,hmdb,Asparagine
Streptomycin Pathway,SMP00259,hmdb,Isoleucine
Streptomycin Pathway,SMP00259,hmdb,Leucine
Streptomycin Pathway,SMP00259,hmdb,Histidine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Arginine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Phosphate
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Serine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Methionine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Creatine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Alanine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Pyruvate
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,3-Phosphoglycerate
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Cysteine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Betaine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Cystathionine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Glycine
Dimethylglycine Dehydrogenase Deficiency,SMP00484,hmdb,Glycerate
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency,SMP00373,hmdb,Cholesterol
Furosemide Pathway,SMP00115,hmdb,Cysteine
Furosemide Pathway,SMP00115,hmdb,Urea
Fatty acid Metabolism,SMP00051,hmdb,Carnitine
Clomocycline Pathway,SMP00262,hmdb,Leucine
Clomocycline Pathway,SMP00262,hmdb,Asparagine
Clomocycline Pathway,SMP00262,hmdb,Proline
Clomocycline Pathway,SMP00262,hmdb,Histidine
Clomocycline Pathway,SMP00262,hmdb,Valine
Clomocycline Pathway,SMP00262,hmdb,Methionine
Clomocycline Pathway,SMP00262,hmdb,Alanine
Clomocycline Pathway,SMP00262,hmdb,Isoleucine
Clomocycline Pathway,SMP00262,hmdb,Threonine
Atorvastatin Pathway,SMP00131,hmdb,Cholesterol
Atorvastatin Pathway,SMP00131,hmdb,Phosphate
Atorvastatin Pathway,SMP00131,hmdb,Squalene
5-oxoprolinase deficiency,SMP00500,hmdb,Cysteine
5-oxoprolinase deficiency,SMP00500,hmdb,Glycine
5-oxoprolinase deficiency,SMP00500,hmdb,5-Oxoproline
Oxytetracycline Pathway,SMP00293,hmdb,Proline
Oxytetracycline Pathway,SMP00293,hmdb,Leucine
Oxytetracycline Pathway,SMP00293,hmdb,Alanine
Oxytetracycline Pathway,SMP00293,hmdb,Isoleucine
Oxytetracycline Pathway,SMP00293,hmdb,Histidine
Oxytetracycline Pathway,SMP00293,hmdb,Methionine
Oxytetracycline Pathway,SMP00293,hmdb,Asparagine
Oxytetracycline Pathway,SMP00293,hmdb,Threonine
Oxytetracycline Pathway,SMP00293,hmdb,Valine
Triamterene Pathway,SMP00132,hmdb,Cysteine
Triamterene Pathway,SMP00132,hmdb,Urea
Ranitidine Pathway,SMP00230,hmdb,Histamine
Ranitidine Pathway,SMP00230,hmdb,Phosphate
Oxprenolol Pathway,SMP00304,hmdb,Phosphate
Levallorphan Action Pathway,SMP00683,hmdb,Phosphate
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Phosphate
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Xanthine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Aspartate
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Inosine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Adenine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Fumarate
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Glutamine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,2'-Deoxyguanosine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Hypoxanthine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Glycine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Guanosine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Urate
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Adenosine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Xanthosine
Adenine phosphoribosyltransferase deficiency (APRT),SMP00535,hmdb,Guanine
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Phosphate
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Fumarate
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Citrate
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Malate
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Pyruvate
Pyruvate dehydrogenase deficiency (E2),SMP00551,hmdb,Succinate
Sarcosinemia,SMP00244,hmdb,3-Phosphoglycerate
Sarcosinemia,SMP00244,hmdb,Arginine
Sarcosinemia,SMP00244,hmdb,Pyruvate
Sarcosinemia,SMP00244,hmdb,Cystathionine
Sarcosinemia,SMP00244,hmdb,Glycine
Sarcosinemia,SMP00244,hmdb,Glycerate
Sarcosinemia,SMP00244,hmdb,Phosphate
Sarcosinemia,SMP00244,hmdb,Methionine
Sarcosinemia,SMP00244,hmdb,Cysteine
Sarcosinemia,SMP00244,hmdb,Creatine
Sarcosinemia,SMP00244,hmdb,Alanine
Sarcosinemia,SMP00244,hmdb,Serine
Sarcosinemia,SMP00244,hmdb,Betaine
Gluconeogenesis,SMP00128,hmdb,Fructose-6-phosphate
Gluconeogenesis,SMP00128,hmdb,3-Phosphoglycerate
Gluconeogenesis,SMP00128,hmdb,Glucose
Gluconeogenesis,SMP00128,hmdb,Lactate
Gluconeogenesis,SMP00128,hmdb,Pyruvate
Gluconeogenesis,SMP00128,hmdb,Phosphate
Carnitine Synthesis,SMP00465,hmdb,Lysine
Carnitine Synthesis,SMP00465,hmdb,Deoxycarnitine
Carnitine Synthesis,SMP00465,hmdb,Carnitine
Carnitine Synthesis,SMP00465,hmdb,Glycine
Carnitine Synthesis,SMP00465,hmdb,Succinate
Monoamine oxidase-a deficiency (MAO-A),SMP00533,hmdb,Aspartate
Monoamine oxidase-a deficiency (MAO-A),SMP00533,hmdb,Fumarate
Monoamine oxidase-a deficiency (MAO-A),SMP00533,hmdb,4-Hydroxyphenylpyruvate
Monoamine oxidase-a deficiency (MAO-A),SMP00533,hmdb,Tyrosine
Tyrosine Metabolism,SMP00006,hmdb,4-Hydroxyphenylpyruvate
Tyrosine Metabolism,SMP00006,hmdb,Fumarate
Tyrosine Metabolism,SMP00006,hmdb,Aspartate
Tyrosine Metabolism,SMP00006,hmdb,Tyrosine
Methylhistidine Metabolism,SMP00715,hmdb,3-Methylhistidine
Methylhistidine Metabolism,SMP00715,hmdb,Histidine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Serine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Cysteine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Phosphate
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Betaine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Creatine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Glycerate
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Arginine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Glycine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Methionine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Alanine
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Pyruvate
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,3-Phosphoglycerate
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,Cystathionine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Adenosine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Adenine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Aspartate
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Guanine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Glutamine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,2'-Deoxyguanosine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Urate
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Inosine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Xanthine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Xanthosine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Glycine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Fumarate
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Phosphate
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Guanosine
Lesch-Nyhan Syndrome (LNS),SMP00364,hmdb,Hypoxanthine
Minocycline Pathway,SMP00292,hmdb,Threonine
Minocycline Pathway,SMP00292,hmdb,Isoleucine
Minocycline Pathway,SMP00292,hmdb,Leucine
Minocycline Pathway,SMP00292,hmdb,Asparagine
Minocycline Pathway,SMP00292,hmdb,Alanine
Minocycline Pathway,SMP00292,hmdb,Methionine
Minocycline Pathway,SMP00292,hmdb,Proline
Minocycline Pathway,SMP00292,hmdb,Valine
Minocycline Pathway,SMP00292,hmdb,Histidine
Phenylketonuria,SMP00206,hmdb,4-Hydroxyphenylpyruvate
Phenylketonuria,SMP00206,hmdb,Phenylalanine
Phenylketonuria,SMP00206,hmdb,Fumarate
Phenylketonuria,SMP00206,hmdb,Tyrosine
Imipramine Pathway,SMP00422,hmdb,Phosphate
Carvedilol Pathway,SMP00367,hmdb,Phosphate
Xanthinuria type I,SMP00512,hmdb,Adenine
Xanthinuria type I,SMP00512,hmdb,Hypoxanthine
Xanthinuria type I,SMP00512,hmdb,Glutamine
Xanthinuria type I,SMP00512,hmdb,Glycine
Xanthinuria type I,SMP00512,hmdb,Phosphate
Xanthinuria type I,SMP00512,hmdb,2'-Deoxyguanosine
Xanthinuria type I,SMP00512,hmdb,Guanosine
Xanthinuria type I,SMP00512,hmdb,Adenosine
Xanthinuria type I,SMP00512,hmdb,Fumarate
Xanthinuria type I,SMP00512,hmdb,Aspartate
Xanthinuria type I,SMP00512,hmdb,Urate
Xanthinuria type I,SMP00512,hmdb,Xanthine
Xanthinuria type I,SMP00512,hmdb,Guanine
Xanthinuria type I,SMP00512,hmdb,Inosine
Xanthinuria type I,SMP00512,hmdb,Xanthosine
Oxymorphone Pathway,SMP00412,hmdb,Phosphate
Lysinuric protein intolerance (LPI),SMP00585,hmdb,Urea
Lysinuric protein intolerance (LPI),SMP00585,hmdb,Cysteine
Dezocine Action Pathway,SMP00676,hmdb,Phosphate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,3-Methyl-2-oxobutyrate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,Isoleucine
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,Succinate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,Phosphate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,Valine
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,4-Methyl-2-oxopentanoate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,3-Methyl-2-oxovalerate
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,Leucine
Fructosuria,SMP00561,hmdb,Mannose-6-phosphate
Fructosuria,SMP00561,hmdb,Phosphate
Fructosuria,SMP00561,hmdb,Sorbitol
Fructosuria,SMP00561,hmdb,Fucose
Fructosuria,SMP00561,hmdb,Mannose
Fructosuria,SMP00561,hmdb,Fructose
Fructosuria,SMP00561,hmdb,Fructose-6-phosphate
Ketone Body Metabolism,SMP00071,hmdb,Succinate
Butyrate Metabolism,SMP00073,hmdb,Succinate
Mercaptopurine Metabolism Pathway,SMP00609,hmdb,Phosphate
