pathwayName,sourceId,type,metabolite
Disopyramide Pathway,SMP00325,hmdb,MYLK
Disopyramide Pathway,SMP00325,hmdb,ATP1A2
Disopyramide Pathway,SMP00325,hmdb,CACNB1
Disopyramide Pathway,SMP00325,hmdb,KCNIP2
Disopyramide Pathway,SMP00325,hmdb,CACNA1C
Disopyramide Pathway,SMP00325,hmdb,CACNA1G
Glutaric Aciduria Type I,SMP00185,hmdb,ACADS
Xanthinuria type II,SMP00513,hmdb,NT5C2
Arbutamine Action Pathway,SMP00664,hmdb,CACNA1G
Arbutamine Action Pathway,SMP00664,hmdb,MYLK
Arbutamine Action Pathway,SMP00664,hmdb,ATP1A2
Arbutamine Action Pathway,SMP00664,hmdb,CACNA1C
Arbutamine Action Pathway,SMP00664,hmdb,KCNIP2
Arbutamine Action Pathway,SMP00664,hmdb,CACNB1
Lamivudine Metabolism Pathway,SMP00649,hmdb,ABCC3
Lamivudine Metabolism Pathway,SMP00649,hmdb,ABCB1
5-oxoprolinase deficiency,SMP00500,hmdb,ANPEP
Mercaptopurine Pathway,SMP00428,hmdb,NT5C2
Xanthinuria type I,SMP00512,hmdb,NT5C2
Metolazone Pathway,SMP00105,hmdb,ATP1A2
Metolazone Pathway,SMP00105,hmdb,SLC14A2
Hydrocodone Pathway,SMP00411,hmdb,ATP1A2
Hydrocodone Pathway,SMP00411,hmdb,CACNB1
Hydrocodone Pathway,SMP00411,hmdb,KCNIP2
AICA-Ribosiduria,SMP00168,hmdb,NT5C2
sarcosine oncometabolite pathway ,SMP02313,hmdb,DMGDH
Sucrase-isomaltase deficiency,SMP00557,hmdb,AMY1A
3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,SMP00138,hmdb,ACADS
3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,SMP00138,hmdb,ABAT
Malonic Aciduria,SMP00198,hmdb,ABAT
Propranolol Pathway,SMP00307,hmdb,ATP1A2
Propranolol Pathway,SMP00307,hmdb,KCNIP2
Propranolol Pathway,SMP00307,hmdb,CACNA1G
Propranolol Pathway,SMP00307,hmdb,CACNA1C
Propranolol Pathway,SMP00307,hmdb,MYLK
Propranolol Pathway,SMP00307,hmdb,CACNB1
Glycine and Serine Metabolism,SMP00004,hmdb,DMGDH
Carvedilol Pathway,SMP00367,hmdb,ATP1A2
Carvedilol Pathway,SMP00367,hmdb,MYLK
Carvedilol Pathway,SMP00367,hmdb,CACNA1G
Carvedilol Pathway,SMP00367,hmdb,CACNB1
Carvedilol Pathway,SMP00367,hmdb,CACNA1C
Carvedilol Pathway,SMP00367,hmdb,KCNIP2
Nicotinate and Nicotinamide Metabolism,SMP00048,hmdb,NT5C2
Isovaleric Aciduria,SMP00238,hmdb,ABAT
Isovaleric Aciduria,SMP00238,hmdb,ACADS
Chlorthalidone Pathway,SMP00122,hmdb,SLC14A2
Chlorthalidone Pathway,SMP00122,hmdb,ATP1A2
Glycogen synthetase deficiency,SMP00552,hmdb,AMY1A
Tocainide Pathway,SMP00330,hmdb,CACNA1G
Tocainide Pathway,SMP00330,hmdb,CACNA1C
Tocainide Pathway,SMP00330,hmdb,MYLK
Tocainide Pathway,SMP00330,hmdb,CACNB1
Tocainide Pathway,SMP00330,hmdb,KCNIP2
Tocainide Pathway,SMP00330,hmdb,ATP1A2
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,CACNB1
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,CACNA1C
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,CACNA1G
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,ATP1A2
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,KCNIP2
Fosphenytoin (Antiarrhythmic) Pathway,SMP00326,hmdb,MYLK
Heroin Pathway,SMP00407,hmdb,CACNB1
Heroin Pathway,SMP00407,hmdb,KCNIP2
Heroin Pathway,SMP00407,hmdb,ATP1A2
Flecainide Pathway,SMP00331,hmdb,KCNIP2
Flecainide Pathway,SMP00331,hmdb,CACNB1
Flecainide Pathway,SMP00331,hmdb,ATP1A2
Flecainide Pathway,SMP00331,hmdb,CACNA1G
Flecainide Pathway,SMP00331,hmdb,MYLK
Flecainide Pathway,SMP00331,hmdb,CACNA1C
3-Phosphoglycerate dehydrogenase deficiency,SMP00721,hmdb,DMGDH
Imipramine Pathway,SMP00422,hmdb,ATP1A2
Imipramine Pathway,SMP00422,hmdb,KCNIP2
Imipramine Pathway,SMP00422,hmdb,CACNB1
Homocarnosinosis,SMP00385,hmdb,ABAT
Epinephrine Action Pathway,SMP00661,hmdb,KCNIP2
Epinephrine Action Pathway,SMP00661,hmdb,CACNB1
Epinephrine Action Pathway,SMP00661,hmdb,CACNA1G
Epinephrine Action Pathway,SMP00661,hmdb,ATP1A2
Epinephrine Action Pathway,SMP00661,hmdb,CACNA1C
Epinephrine Action Pathway,SMP00661,hmdb,MYLK
Glycerol Kinase Deficiency,SMP00187,hmdb,DGKA
Desipramine Pathway,SMP00423,hmdb,CACNB1
Desipramine Pathway,SMP00423,hmdb,ATP1A2
Desipramine Pathway,SMP00423,hmdb,KCNIP2
Vitamin A Deficiency,SMP00336,hmdb,DHRS3
Vitamin A Deficiency,SMP00336,hmdb,ALDH1A2
Glycerolipid Metabolism,SMP00039,hmdb,DGKA
Carnitine palmitoyl transferase deficiency (II),SMP00541,hmdb,ACADS
Clopidogrel Metabolism Pathway,SMP00610,hmdb,ABCB1
Carnitine palmitoyl transferase deficiency (I),SMP00538,hmdb,ACADS
Trichlormethiazide Pathway,SMP00121,hmdb,ATP1A2
Trichlormethiazide Pathway,SMP00121,hmdb,SLC14A2
Pentazocine Action Pathway,SMP00686,hmdb,KCNIP2
Pentazocine Action Pathway,SMP00686,hmdb,CACNB1
Pentazocine Action Pathway,SMP00686,hmdb,ATP1A2
"Valine, Leucine and Isoleucine Degradation",SMP00032,hmdb,ACADS
"Valine, Leucine and Isoleucine Degradation",SMP00032,hmdb,ABAT
Phospholipid Biosynthesis,SMP00025,hmdb,DGKA
Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP00179,hmdb,DMGDH
Retinol Metabolism,SMP00074,hmdb,DHRS3
Retinol Metabolism,SMP00074,hmdb,ALDH1A2
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,CACNB1
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,CACNA1G
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,MYLK
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,ATP1A2
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,KCNIP2
Lidocaine (Antiarrhythmic) Pathway,SMP00328,hmdb,CACNA1C
Alfentanil Pathway,SMP00413,hmdb,KCNIP2
Alfentanil Pathway,SMP00413,hmdb,CACNB1
Alfentanil Pathway,SMP00413,hmdb,ATP1A2
Clopidogrel Pathway,SMP00260,hmdb,ABCB1
Ethacrynic Acid pathway,SMP00097,hmdb,ATP1A2
Ethacrynic Acid pathway,SMP00097,hmdb,SLC14A2
Quinethazone Pathway,SMP00091,hmdb,ATP1A2
Quinethazone Pathway,SMP00091,hmdb,SLC14A2
Naltrexone Action Pathway,SMP00687,hmdb,KCNIP2
Naltrexone Action Pathway,SMP00687,hmdb,CACNB1
Naltrexone Action Pathway,SMP00687,hmdb,ATP1A2
Beta-Alanine Metabolism,SMP00007,hmdb,ABAT
Isradipine Pathway,SMP00378,hmdb,ATP1A2
Isradipine Pathway,SMP00378,hmdb,CACNB1
Isradipine Pathway,SMP00378,hmdb,CACNA1G
Isradipine Pathway,SMP00378,hmdb,KCNIP2
Isradipine Pathway,SMP00378,hmdb,MYLK
Isradipine Pathway,SMP00378,hmdb,CACNA1C
Triamterene Pathway,SMP00132,hmdb,ATP1A2
Triamterene Pathway,SMP00132,hmdb,SLC14A2
Proparacaine Pathway,SMP00403,hmdb,ATP1A2
Proparacaine Pathway,SMP00403,hmdb,CACNB1
Proparacaine Pathway,SMP00403,hmdb,KCNIP2
Lactose Degradation,SMP00457,hmdb,ATP1A2
Lysinuric Protein Intolerance,SMP00197,hmdb,SLC14A2
Lysinuric Protein Intolerance,SMP00197,hmdb,ATP1A2
Glutathione Metabolism,SMP00015,hmdb,ANPEP
Canavan Disease,SMP00175,hmdb,ASNS
Canavan Disease,SMP00175,hmdb,ABAT
Penbutolol Pathway,SMP00305,hmdb,CACNA1C
Penbutolol Pathway,SMP00305,hmdb,CACNB1
Penbutolol Pathway,SMP00305,hmdb,CACNA1G
Penbutolol Pathway,SMP00305,hmdb,ATP1A2
Penbutolol Pathway,SMP00305,hmdb,MYLK
Penbutolol Pathway,SMP00305,hmdb,KCNIP2
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,CACNA1C
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,KCNIP2
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,ATP1A2
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,MYLK
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,CACNA1G
Procainamide (Antiarrhythmic) Pathway,SMP00324,hmdb,CACNB1
Polythiazide Pathway,SMP00080,hmdb,ATP1A2
Polythiazide Pathway,SMP00080,hmdb,SLC14A2
Acetaminophen Metabolism Pathway,SMP00640,hmdb,ABCB1
Pyruvate Carboxylase Deficiency,SMP00350,hmdb,AARS2
Succinic semialdehyde dehydrogenase deficiency,SMP00567,hmdb,ABAT
Glibenclamide Pathway,SMP00460,hmdb,CACNB1
Esmolol Pathway,SMP00301,hmdb,MYLK
Esmolol Pathway,SMP00301,hmdb,CACNA1C
Esmolol Pathway,SMP00301,hmdb,ATP1A2
Esmolol Pathway,SMP00301,hmdb,CACNA1G
Esmolol Pathway,SMP00301,hmdb,KCNIP2
Esmolol Pathway,SMP00301,hmdb,CACNB1
Mucopolysaccharidosis VI. Sly syndrome,SMP00556,hmdb,AMY1A
2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency,SMP00137,hmdb,ABAT
2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency,SMP00137,hmdb,ACADS
Malonyl-coa decarboxylase deficiency,SMP00502,hmdb,ABAT
Hydromorphone Pathway,SMP00410,hmdb,ATP1A2
Hydromorphone Pathway,SMP00410,hmdb,KCNIP2
Hydromorphone Pathway,SMP00410,hmdb,CACNB1
Dezocine Action Pathway,SMP00676,hmdb,KCNIP2
Dezocine Action Pathway,SMP00676,hmdb,CACNB1
Dezocine Action Pathway,SMP00676,hmdb,ATP1A2
Trifunctional protein deficiency,SMP00545,hmdb,ACADS
Gamma-Glutamyltransferase Deficiency,SMP00183,hmdb,ANPEP
3-Methylcrotonyl Coa Carboxylase Deficiency Type I,SMP00237,hmdb,ABAT
3-Methylcrotonyl Coa Carboxylase Deficiency Type I,SMP00237,hmdb,ACADS
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,ACADS
Isobutyryl-coa dehydrogenase deficiency,SMP00523,hmdb,ABAT
Long chain acyl-CoA dehydrogenase deficiency (LCAD),SMP00539,hmdb,ACADS
Indapamide Pathway,SMP00110,hmdb,SLC14A2
Indapamide Pathway,SMP00110,hmdb,ATP1A2
Iminoglycinuria,SMP00193,hmdb,ATP1A2
Iminoglycinuria,SMP00193,hmdb,SLC14A2
Diphenoxylate Action Pathway,SMP00675,hmdb,KCNIP2
Diphenoxylate Action Pathway,SMP00675,hmdb,ATP1A2
Diphenoxylate Action Pathway,SMP00675,hmdb,CACNB1
Timolol Action Pathway,SMP00659,hmdb,CACNA1C
Timolol Action Pathway,SMP00659,hmdb,CACNA1G
Timolol Action Pathway,SMP00659,hmdb,CACNB1
Timolol Action Pathway,SMP00659,hmdb,MYLK
Timolol Action Pathway,SMP00659,hmdb,KCNIP2
Timolol Action Pathway,SMP00659,hmdb,ATP1A2
Vinblastine Pathway,SMP00436,hmdb,ABCC3
Vinblastine Pathway,SMP00436,hmdb,ABCB1
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,ACADS
3-Methylglutaconic Aciduria Type I,SMP00139,hmdb,ABAT
Carteolol Action Pathway,SMP00658,hmdb,CACNB1
Carteolol Action Pathway,SMP00658,hmdb,CACNA1C
Carteolol Action Pathway,SMP00658,hmdb,ATP1A2
Carteolol Action Pathway,SMP00658,hmdb,KCNIP2
Carteolol Action Pathway,SMP00658,hmdb,CACNA1G
Carteolol Action Pathway,SMP00658,hmdb,MYLK
Glucose Transporter Defect (SGLT2),SMP00245,hmdb,SLC14A2
Glucose Transporter Defect (SGLT2),SMP00245,hmdb,ATP1A2
Blue diaper syndrome,SMP00583,hmdb,SLC14A2
Blue diaper syndrome,SMP00583,hmdb,ATP1A2
Quinidine Pathway,SMP00323,hmdb,CACNA1G
Quinidine Pathway,SMP00323,hmdb,KCNIP2
Quinidine Pathway,SMP00323,hmdb,CACNA1C
Quinidine Pathway,SMP00323,hmdb,CACNB1
Quinidine Pathway,SMP00323,hmdb,ATP1A2
Quinidine Pathway,SMP00323,hmdb,MYLK
Propanoate Metabolism,SMP00016,hmdb,ABAT
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,MYLK
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,CACNA1G
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,CACNB1
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,CACNA1C
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,KCNIP2
Phenytoin (Antiarrhythmic) Pathway,SMP00327,hmdb,ATP1A2
Nuclear Receptors in Lipid Metabolism and Toxicity,WP299,wiki,ABCC3
Nuclear Receptors in Lipid Metabolism and Toxicity,WP299,wiki,ABCB1
Fatty Acid Beta Oxidation,WP143,wiki,PNPLA2
Fatty Acid Beta Oxidation,WP143,wiki,ACADS
Fatty Acid Beta Oxidation,WP143,wiki,LIPE
Inflammatory Response Pathway,WP453,wiki,IL4R
Prostaglandin Synthesis and Regulation,WP98,wiki,PTGER3
Small Ligand GPCRs,WP247,wiki,PTGER3
Bladder Cancer,WP2828,wiki,CDK4
Matrix Metalloproteinases,WP129,wiki,MMP16
Physiological and Pathological Hypertrophy  of the Heart,WP1528,wiki,LIFR
"GPCRs, Class A Rhodopsin-like",WP455,wiki,OR2A4
"GPCRs, Class A Rhodopsin-like",WP455,wiki,PTGER3
"GPCRs, Class A Rhodopsin-like",WP455,wiki,ADRA2A
"GPCRs, Class A Rhodopsin-like",WP455,wiki,GPR63
"GPCRs, Class A Rhodopsin-like",WP455,wiki,F2R
"GPCRs, Class A Rhodopsin-like",WP455,wiki,GRPR
"GPCRs, Class A Rhodopsin-like",WP455,wiki,OXTR
Pathogenic Escherichia coli infection,WP2272,wiki,TUBA4A
Pathogenic Escherichia coli infection,WP2272,wiki,YWHAQ
Wnt Signaling Pathway and Pluripotency,WP399,wiki,LRP6
mRNA Processing,WP411,wiki,NXF1
mRNA Processing,WP411,wiki,SF3B3
mRNA Processing,WP411,wiki,SNRPN
mRNA Processing,WP411,wiki,PRPF4B
IL17 signaling pathway,WP2112,wiki,IL17RD
DNA Damage Response (only ATM dependent),WP710,wiki,PIK3C2G
Vitamin A and Carotenoid Metabolism,WP716,wiki,DHRS3
Vitamin A and Carotenoid Metabolism,WP716,wiki,ALDH1A2
Drug Induction of Bile Acid Pathway,WP2289,wiki,ABCC3
Drug Induction of Bile Acid Pathway,WP2289,wiki,ABCB1
Calcium Regulation in the Cardiac Cell,WP536,wiki,YWHAQ
Calcium Regulation in the Cardiac Cell,WP536,wiki,CACNA1C
Calcium Regulation in the Cardiac Cell,WP536,wiki,CAMK1
Calcium Regulation in the Cardiac Cell,WP536,wiki,GNG7
Calcium Regulation in the Cardiac Cell,WP536,wiki,CASQ2
Calcium Regulation in the Cardiac Cell,WP536,wiki,GNB5
Calcium Regulation in the Cardiac Cell,WP536,wiki,CACNB1
Peptide GPCRs,WP24,wiki,GRPR
Peptide GPCRs,WP24,wiki,OXTR
ErbB Signaling Pathway,WP673,wiki,NRG1
ErbB Signaling Pathway,WP673,wiki,EGF
Circadian rythm related genes,WP3594,wiki,NPAS2
Circadian rythm related genes,WP3594,wiki,KCNMA1
Circadian rythm related genes,WP3594,wiki,NGFR
Circadian rythm related genes,WP3594,wiki,CRY2
Circadian rythm related genes,WP3594,wiki,CRY1
Circadian rythm related genes,WP3594,wiki,PROK1
Circadian rythm related genes,WP3594,wiki,CDK4
Circadian rythm related genes,WP3594,wiki,BHLHE40
Circadian rythm related genes,WP3594,wiki,PER2
Heart Development,WP1591,wiki,BHLHE40
Heart Development,WP1591,wiki,SMYD1
Senescence and Autophagy in Cancer,WP615,wiki,IGF1R
Extracellular vesicle-mediated signaling in recipient cells,WP2870,wiki,TGFB2
Monoamine GPCRs,WP58,wiki,ADRA2A
Focal Adhesion,WP306,wiki,PAK3
Focal Adhesion,WP306,wiki,PDGFA
Focal Adhesion,WP306,wiki,ITGA3
Focal Adhesion,WP306,wiki,EGF
Focal Adhesion,WP306,wiki,ACTN1
Focal Adhesion,WP306,wiki,LAMA1
Focal Adhesion,WP306,wiki,COL4A6
Focal Adhesion,WP306,wiki,TNC
Focal Adhesion,WP306,wiki,RELN
Focal Adhesion,WP306,wiki,MYLK
Focal Adhesion,WP306,wiki,IGF1R
Glycolysis and Gluconeogenesis,WP534,wiki,PFKP
Monoamine Transport,WP727,wiki,TNFRSF11B
Constitutive Androstane Receptor Pathway,WP2875,wiki,ABCC3
Constitutive Androstane Receptor Pathway,WP2875,wiki,ABCB1
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,DES
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,CACNB1
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,ITGA3
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,ACTN1
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,CACNA1C
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,CACNA2D1
Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118,wiki,CACNB2
Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling,WP3612,wiki,ABCC3
G1 to S cell cycle control,WP45,wiki,CDK4
G13 Signaling Pathway,WP524,wiki,PAK3
Apoptosis,WP254,wiki,TP63
Apoptosis,WP254,wiki,IGF1R
Apoptosis,WP254,wiki,HELLS
Apoptosis,WP254,wiki,TNFRSF10B
Wnt Signaling Pathway,WP428,wiki,ROR2
Wnt Signaling Pathway,WP428,wiki,LRP6
Mitochondrial LC-Fatty Acid Beta-Oxidation,WP368,wiki,ACADS
Complement Activation,WP545,wiki,C4A
Corticotropin-releasing hormone signaling pathway,WP2355,wiki,KRT14
Corticotropin-releasing hormone signaling pathway,WP2355,wiki,TBX19
Corticotropin-releasing hormone signaling pathway,WP2355,wiki,FOSB
Corticotropin-releasing hormone signaling pathway,WP2355,wiki,GNB5
Exercise-induced Circadian Regulation,WP410,wiki,CRY2
Exercise-induced Circadian Regulation,WP410,wiki,CRY1
Exercise-induced Circadian Regulation,WP410,wiki,PER2
TGF-beta Receptor Signaling,WP560,wiki,EGF
TGF-beta Receptor Signaling,WP560,wiki,LIF
p38 MAPK Signaling Pathway,WP400,wiki,TGFB2
Retinoblastoma (RB) in Cancer,WP2446,wiki,CDK4
IL1 and megakaryocytes in obesity,WP2865,wiki,F2R
Interleukin-11 Signaling Pathway,WP2332,wiki,PIAS1
Endochondral Ossification,WP474,wiki,GLI3
Endochondral Ossification,WP474,wiki,FRZB
Endochondral Ossification,WP474,wiki,IGF1R
Endochondral Ossification,WP474,wiki,TGFB2
Photodynamic therapy-induced unfolded protein response,WP3613,wiki,ASNS
Cytokines and Inflammatory Response,WP530,wiki,PDGFA
Endoderm Differentiation,WP2853,wiki,SLC2A12
Endoderm Differentiation,WP2853,wiki,PIAS1
Endoderm Differentiation,WP2853,wiki,GLI2
Endoderm Differentiation,WP2853,wiki,ATP8B2
Insulin Signaling,WP481,wiki,EHD2
Insulin Signaling,WP481,wiki,MAP3K12
Insulin Signaling,WP481,wiki,RHOJ
Insulin Signaling,WP481,wiki,IGF1R
Insulin Signaling,WP481,wiki,PIK3C2G
Insulin Signaling,WP481,wiki,LIPE
MAPK Signaling Pathway,WP382,wiki,EGF
MAPK Signaling Pathway,WP382,wiki,TGFB2
MAPK Signaling Pathway,WP382,wiki,DUSP5
MAPK Signaling Pathway,WP382,wiki,MAP3K12
Glycogen Metabolism,WP500,wiki,PHKG2
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,WP706,wiki,C4A
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,WP706,wiki,VIPR2
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,WP706,wiki,YWHAQ
Glutathione metabolism,WP100,wiki,ANPEP
Codeine and Morphine Metabolism,WP1604,wiki,ABCC3
Codeine and Morphine Metabolism,WP1604,wiki,ABCB1
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,EGF
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,LRP6
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,LIF
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,IGF1R
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,MYLK
MicroRNAs in cardiomyocyte hypertrophy,WP1544,wiki,NRG1
Angiopoietin Like Protein 8 Regulatory Pathway,WP3915,wiki,MAP3K12
Angiopoietin Like Protein 8 Regulatory Pathway,WP3915,wiki,PIK3C2G
Fluoropyrimidine Activity,WP1601,wiki,ABCC3
Parkin-Ubiquitin Proteasomal System pathway,WP2359,wiki,TUBA4A
Striated Muscle Contraction,WP383,wiki,TPM4
Striated Muscle Contraction,WP383,wiki,ACTA2
Striated Muscle Contraction,WP383,wiki,DES
Cell Cycle,WP179,wiki,YWHAQ
Cell Cycle,WP179,wiki,CDC14A
Cell Cycle,WP179,wiki,CDK4
TP53 Network,WP1742,wiki,TP63
Integrin-mediated Cell Adhesion,WP185,wiki,PAK3
Integrin-mediated Cell Adhesion,WP185,wiki,TNS1
Integrin-mediated Cell Adhesion,WP185,wiki,CAPN5
Integrin-mediated Cell Adhesion,WP185,wiki,ITGA3
PDGF Pathway,WP2526,wiki,PDGFA
Triacylglyceride Synthesis,WP325,wiki,LIPE
Triacylglyceride Synthesis,WP325,wiki,PNPLA2
Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,wiki,TNFRSF10B
Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,wiki,IER3
Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,wiki,F2R
Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,wiki,NRG1
Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864,wiki,HELLS
Hypertrophy Model,WP516,wiki,NR4A3
"GPCRs, Other",WP117,wiki,F2R
"GPCRs, Other",WP117,wiki,GRPR
"GPCRs, Other",WP117,wiki,OR2A4
Ectoderm Differentiation,WP2858,wiki,FHL2
Ovarian Infertility Genes,WP34,wiki,CDK4
Complement and Coagulation Cascades,WP558,wiki,CFI
Complement and Coagulation Cascades,WP558,wiki,THBD
Complement and Coagulation Cascades,WP558,wiki,F2R
Tryptophan metabolism,WP465,wiki,ALDH1A2
T-Cell Receptor and Co-stimulatory Signaling,WP2583,wiki,CSNK1A1
Allograft Rejection,WP2328,wiki,C4A
Allograft Rejection,WP2328,wiki,C4a
Interferon type I signaling pathways,WP585,wiki,PIAS1
Adipogenesis,WP236,wiki,LIFR
Adipogenesis,WP236,wiki,LIF
Adipogenesis,WP236,wiki,FRZB
Adipogenesis,WP236,wiki,LIPE
Myometrial Relaxation and Contraction Pathways,WP289,wiki,MAFF
Myometrial Relaxation and Contraction Pathways,WP289,wiki,OXTR
Myometrial Relaxation and Contraction Pathways,WP289,wiki,IGFBP4
Myometrial Relaxation and Contraction Pathways,WP289,wiki,GNB5
Myometrial Relaxation and Contraction Pathways,WP289,wiki,ACTA2
Myometrial Relaxation and Contraction Pathways,WP289,wiki,YWHAQ
Myometrial Relaxation and Contraction Pathways,WP289,wiki,CNN1
Myometrial Relaxation and Contraction Pathways,WP289,wiki,GNG7
Human Thyroid Stimulating Hormone (TSH) signaling pathway,WP2032,wiki,CDK4
Human Thyroid Stimulating Hormone (TSH) signaling pathway,WP2032,wiki,IGF1R
Eukaryotic Transcription Initiation,WP405,wiki,POLR1B
G Protein Signaling Pathways,WP35,wiki,GNG7
G Protein Signaling Pathways,WP35,wiki,GNB5
G Protein Signaling Pathways,WP35,wiki,SLC9A1
"GPCRs, Class B Secretin-like",WP334,wiki,VIPR2
Alanine and aspartate metabolism,WP106,wiki,ABAT
Regulation of Actin Cytoskeleton,WP51,wiki,MYLK
Regulation of Actin Cytoskeleton,WP51,wiki,PDGFA
Regulation of Actin Cytoskeleton,WP51,wiki,PAK3
Regulation of Actin Cytoskeleton,WP51,wiki,SLC9A1
Regulation of Actin Cytoskeleton,WP51,wiki,F2R
Regulation of Actin Cytoskeleton,WP51,wiki,PIP5K1A
Regulation of Actin Cytoskeleton,WP51,wiki,ACTN1
Regulation of Actin Cytoskeleton,WP51,wiki,EGF
Regulation of Actin Cytoskeleton,WP51,wiki,PIK3C2G
MAPK Cascade,WP422,wiki,MAP3K12
Nicotine Activity on Chromaffin Cells,WP1603,wiki,CACNA1G
Nicotine Activity on Chromaffin Cells,WP1603,wiki,CACNA1C
Activation of C3 and C5,R-HSA-174577,reactome,C4A
Signalling to ERKs,R-HSA-187687,reactome,EGF
Signalling to ERKs,R-HSA-187687,reactome,DLG4
Signalling to ERKs,R-HSA-187687,reactome,DUSP5
Signalling to ERKs,R-HSA-187687,reactome,NRG1
Signalling to ERKs,R-HSA-187687,reactome,IL17RD
Signalling to ERKs,R-HSA-187687,reactome,DUSP16
Signal Transduction,R-HSA-162582,reactome,OXTR
Signal Transduction,R-HSA-162582,reactome,PROK1
Signal Transduction,R-HSA-162582,reactome,RHOJ
Signal Transduction,R-HSA-162582,reactome,LPPR2
Signal Transduction,R-HSA-162582,reactome,TNFRSF10B
Signal Transduction,R-HSA-162582,reactome,ALDH1A2
Signal Transduction,R-HSA-162582,reactome,DUSP16
Signal Transduction,R-HSA-162582,reactome,EGF
Signal Transduction,R-HSA-162582,reactome,OR2A4
Signal Transduction,R-HSA-162582,reactome,LRP6
Signal Transduction,R-HSA-162582,reactome,GNG7
Signal Transduction,R-HSA-162582,reactome,ITGA3
Signal Transduction,R-HSA-162582,reactome,LAMA1
Signal Transduction,R-HSA-162582,reactome,AXL
Signal Transduction,R-HSA-162582,reactome,RCVRN
Signal Transduction,R-HSA-162582,reactome,NGFR
Signal Transduction,R-HSA-162582,reactome,GLI2
Signal Transduction,R-HSA-162582,reactome,GLI3
Signal Transduction,R-HSA-162582,reactome,NRG1
Signal Transduction,R-HSA-162582,reactome,ADRA2A
Signal Transduction,R-HSA-162582,reactome,IER3
Signal Transduction,R-HSA-162582,reactome,PIP5K1A
Signal Transduction,R-HSA-162582,reactome,CDK4
Signal Transduction,R-HSA-162582,reactome,PLCB4
Signal Transduction,R-HSA-162582,reactome,PTGER3
Signal Transduction,R-HSA-162582,reactome,PAK3
Signal Transduction,R-HSA-162582,reactome,GNB5
Signal Transduction,R-HSA-162582,reactome,MYLK
Signal Transduction,R-HSA-162582,reactome,SMURF2
Signal Transduction,R-HSA-162582,reactome,DHRS3
Signal Transduction,R-HSA-162582,reactome,CDC14A
Signal Transduction,R-HSA-162582,reactome,VIPR2
Signal Transduction,R-HSA-162582,reactome,YWHAQ
Signal Transduction,R-HSA-162582,reactome,ROR2
