"pathwayName","sourceId","type","metabolite"
"Hepatitis C","05160","kegg","RIPK1"
"Hepatitis C","05160","kegg","MAPK10"
"Hepatitis C","05160","kegg","TRAF6"
"Hepatitis C","05160","kegg","MAPK14"
"Hepatitis C","05160","kegg","ARAF"
"Hepatitis C","05160","kegg","IL8"
"Hepatitis C","05160","kegg","AKT3"
"Hepatitis C","05160","kegg","PIK3CB"
"Hepatitis C","05160","kegg","IRF3"
"Hepatitis C","05160","kegg","EIF2A"
"Hepatitis C","05160","kegg","CLDN8"
"Hepatitis C","05160","kegg","TRAF2"
"Hepatitis C","05160","kegg","AKT1"
"Hepatitis C","05160","kegg","NR1H3"
"Hepatitis C","05160","kegg","PPP2R2C"
"Hepatitis C","05160","kegg","MAPK1"
"Hepatitis C","05160","kegg","PPP2CA"
"Hepatitis C","05160","kegg","STAT2"
"Hepatitis C","05160","kegg","PIK3R3"
"Hepatitis C","05160","kegg","CLDN4"
"Hepatitis C","05160","kegg","SOS2"
"Hepatitis C","05160","kegg","CLDN5"
"Hepatitis C","05160","kegg","IFIT1"
"Hepatitis C","05160","kegg","PPP2CB"
"Hepatitis C","05160","kegg","MAPK9"
"Hepatitis C","05160","kegg","RAF1"
"Hepatitis C","05160","kegg","STAT3"
"Hepatitis C","05160","kegg","PIK3CD"
"Hepatitis C","05160","kegg","RNASEL"
"Hepatitis C","05160","kegg","EIF2S1"
"Hepatitis C","05160","kegg","PDPK1"
"Hepatitis C","05160","kegg","MAPK3"
"Hepatitis C","05160","kegg","IRF7"
"Hepatitis C","05160","kegg","FH"
"Hepatitis C","05160","kegg","SOCS3"
"Hepatitis C","05160","kegg","MAVS"
"Hepatitis C","05160","kegg","NRAS"
"Hepatitis C","05160","kegg","TRAF3"
"Hepatitis C","05160","kegg","CLDN3"
"Hepatitis C","05160","kegg","IKBKG"
"Hepatitis C","05160","kegg","JAK1"
"Hepatitis C","05160","kegg","TLR3"
"Hepatitis C","05160","kegg","CAP1"
"Hepatitis C","05160","kegg","PPP2R1A"
"Hepatitis C","05160","kegg","PIK3CA"
"Hepatitis C","05160","kegg","CLDN10"
"Hepatitis C","05160","kegg","IRF1"
"Hepatitis C","05160","kegg","PIK3R1"
"Hepatitis C","05160","kegg","CLDN11"
"Hepatitis C","05160","kegg","OAS3"
"Hepatitis C","05160","kegg","NFKB1"
"Hepatitis C","05160","kegg","EIF3E"
"Hepatitis C","05160","kegg","EIF2AK1"
"Hepatitis C","05160","kegg","CHUK"
"Hepatitis C","05160","kegg","LDLR"
"Hepatitis C","05160","kegg","MAPK12"
"Hepatitis C","05160","kegg","TYK2"
"Hepatitis C","05160","kegg","IKBKB"
"Hepatitis C","05160","kegg","GRB2"
"Hepatitis C","05160","kegg","HRAS"
"Hepatitis C","05160","kegg","MAPK8"
"Hepatitis C","05160","kegg","SCARB1"
"Hepatitis C","05160","kegg","PIK3R2"
"Hepatitis C","05160","kegg","TICAM1"
"Hepatitis C","05160","kegg","CDKN1A"
"Hepatitis C","05160","kegg","IFNAR1"
"Hepatitis C","05160","kegg","IKBKE"
"Hepatitis C","05160","kegg","BRAF"
"Hepatitis C","05160","kegg","TP53"
"Hepatitis C","05160","kegg","IFNAR2"
"Hepatitis C","05160","kegg","CLDN7"
"Hepatitis C","05160","kegg","SOS1"
"Hepatitis C","05160","kegg","NFKBIA"
"Hepatitis C","05160","kegg","CLDN15"
"Hepatitis C","05160","kegg","RXRA"
"Hepatitis C","05160","kegg","MAPK11"
"Hepatitis C","05160","kegg","EGFR"
"Hepatitis C","05160","kegg","RELA"
"Hepatitis C","05160","kegg","PDK1"
"Hepatitis C","05160","kegg","PIAS1"
"Hepatitis C","05160","kegg","TRADD"
"Hepatitis C","05160","kegg","CD81"
"Hepatitis C","05160","kegg","TBK1"
"Hepatitis C","05160","kegg","OAS1"
"Hepatitis C","05160","kegg","AKT2"
"Hepatitis C","05160","kegg","OAS2"
"Hepatitis C","05160","kegg","PSME3"
"Hepatitis C","05160","kegg","CLDN19"
"Hepatitis C","05160","kegg","AVP"
"Hepatitis C","05160","kegg","CLDN1"
"Hepatitis C","05160","kegg","PPARA"
"Alcoholism","05034","kegg","CREB5"
"Alcoholism","05034","kegg","GNAI1"
"Alcoholism","05034","kegg","HDAC7"
"Alcoholism","05034","kegg","HDAC9"
"Alcoholism","05034","kegg","GNG12"
"Alcoholism","05034","kegg","KRAS"
"Alcoholism","05034","kegg","GNG4"
"Alcoholism","05034","kegg","SOS1"
"Alcoholism","05034","kegg","HIST1H2BE"
"Alcoholism","05034","kegg","CREB1"
"Alcoholism","05034","kegg","ADCY5"
"Alcoholism","05034","kegg","HIST3H3"
"Alcoholism","05034","kegg","HIST2H2AC"
"Alcoholism","05034","kegg","H2AFZ"
"Alcoholism","05034","kegg","ADORA2B"
"Alcoholism","05034","kegg","GNAS"
"Alcoholism","05034","kegg","CREB3"
"Alcoholism","05034","kegg","H2AFJ"
"Alcoholism","05034","kegg","HIST1H4I"
"Alcoholism","05034","kegg","DDC"
"Alcoholism","05034","kegg","SLC29A1"
"Alcoholism","05034","kegg","GNG8"
"Alcoholism","05034","kegg","GRIN1"
"Alcoholism","05034","kegg","HIST1H2BF"
"Alcoholism","05034","kegg","H2BFM"
"Alcoholism","05034","kegg","H2AFY"
"Alcoholism","05034","kegg","HIST1H2BB"
"Alcoholism","05034","kegg","HIST1H2AG"
"Alcoholism","05034","kegg","HIST2H2AA3"
"Alcoholism","05034","kegg","HIST1H2BL"
"Alcoholism","05034","kegg","HIST1H3G"
"Alcoholism","05034","kegg","HIST1H4C"
"Alcoholism","05034","kegg","MAOA"
"Alcoholism","05034","kegg","HIST1H2BO"
"Alcoholism","05034","kegg","HDAC11"
"Alcoholism","05034","kegg","CREB3L2"
"Alcoholism","05034","kegg","HIST1H4J"
"Alcoholism","05034","kegg","GNG7"
"Alcoholism","05034","kegg","HDAC1"
"Alcoholism","05034","kegg","GNB3"
"Alcoholism","05034","kegg","GNG11"
"Alcoholism","05034","kegg","HIST1H3D"
"Alcoholism","05034","kegg","H3F3B"
"Alcoholism","05034","kegg","HIST1H4D"
"Alcoholism","05034","kegg","GRIN2B"
"Alcoholism","05034","kegg","PPP1CB"
"Alcoholism","05034","kegg","HIST1H4B"
"Alcoholism","05034","kegg","CALM2"
"Alcoholism","05034","kegg","FOSB"
"Alcoholism","05034","kegg","PPP1CA"
"Alcoholism","05034","kegg","PPP1CC"
"Alcoholism","05034","kegg","HIST1H3C"
"Alcoholism","05034","kegg","GNG2"
"Alcoholism","05034","kegg","SHC4"
"Alcoholism","05034","kegg","HDAC4"
"Alcoholism","05034","kegg","DRD1"
"Alcoholism","05034","kegg","CALM3"
"Alcoholism","05034","kegg","GRIN2D"
"Alcoholism","05034","kegg","GNAI3"
"Alcoholism","05034","kegg","GNG10"
"Alcoholism","05034","kegg","NRAS"
"Alcoholism","05034","kegg","HIST2H3D"
"Alcoholism","05034","kegg","HIST1H3A"
"Alcoholism","05034","kegg","HIST1H2BJ"
"Alcoholism","05034","kegg","HIST2H3A"
"Alcoholism","05034","kegg","CREB3L3"
"Alcoholism","05034","kegg","HIST1H3J"
"Alcoholism","05034","kegg","GRIN2A"
"Alcoholism","05034","kegg","HIST1H4F"
"Alcoholism","05034","kegg","HIST1H2BC"
"Alcoholism","05034","kegg","CALM1"
"Alcoholism","05034","kegg","HDAC2"
"Alcoholism","05034","kegg","SLC18A1"
"Alcoholism","05034","kegg","HIST1H3B"
"Alcoholism","05034","kegg","HIST1H2AC"
"Alcoholism","05034","kegg","HIST1H2BN"
"Alcoholism","05034","kegg","HIST2H4A"
"Alcoholism","05034","kegg","HIST1H3F"
"Alcoholism","05034","kegg","H2AFB1"
"Alcoholism","05034","kegg","GNG3"
"Alcoholism","05034","kegg","GNG13"
"Alcoholism","05034","kegg","CALML3"
"Alcoholism","05034","kegg","MAP2K1"
"Alcoholism","05034","kegg","SHC1"
"Alcoholism","05034","kegg","HAT1"
"Alcoholism","05034","kegg","SLC6A3"
"Alcoholism","05034","kegg","GNAI2"
"Alcoholism","05034","kegg","H3F3C"
"Alcoholism","05034","kegg","CREB3L4"
"Alcoholism","05034","kegg","CAMKK1"
"Alcoholism","05034","kegg","CAMKK2"
"Alcoholism","05034","kegg","HIST2H2AB"
"Alcoholism","05034","kegg","GRB2"
"Alcoholism","05034","kegg","NTRK2"
"Alcoholism","05034","kegg","BRAF"
"Alcoholism","05034","kegg","HIST1H2AK"
"Alcoholism","05034","kegg","HIST4H4"
"Alcoholism","05034","kegg","GNB1"
"Alcoholism","05034","kegg","GNG5"
"Alcoholism","05034","kegg","TH"
"Alcoholism","05034","kegg","ADORA2A"
"Alcoholism","05034","kegg","DRD2"
"Alcoholism","05034","kegg","HIST1H4L"
"Alcoholism","05034","kegg","GRIN2C"
"Alcoholism","05034","kegg","CREB3L1"
"Alcoholism","05034","kegg","HDAC5"
"Alcoholism","05034","kegg","HIST1H2AB"
"Alcoholism","05034","kegg","CAMK4"
"Alcoholism","05034","kegg","PKIA"
"Alcoholism","05034","kegg","HIST1H4H"
"Alcoholism","05034","kegg","HIST1H2AL"
"Alcoholism","05034","kegg","ATF6B"
"Alcoholism","05034","kegg","CALML5"
"Alcoholism","05034","kegg","NPY"
"Alcoholism","05034","kegg","HIST1H3I"
"Alcoholism","05034","kegg","GNB5"
"Alcoholism","05034","kegg","HGF"
"Alcoholism","05034","kegg","PPP1R1B"
"Alcoholism","05034","kegg","RAF1"
"Alcoholism","05034","kegg","GNAO1"
"Alcoholism","05034","kegg","HIST1H2AM"
"Alcoholism","05034","kegg","HDAC8"
"Alcoholism","05034","kegg","HIST1H2BK"
"Alcoholism","05034","kegg","H3F3A"
"Alcoholism","05034","kegg","ATF2"
"Alcoholism","05034","kegg","HDAC10"
"Alcoholism","05034","kegg","GRIN3B"
"Alcoholism","05034","kegg","HIST1H2AI"
"Alcoholism","05034","kegg","CALML6"
"Alcoholism","05034","kegg","HIST1H2AE"
"Alcoholism","05034","kegg","cAMP"
"Alcoholism","05034","kegg","HIST1H4K"
"Alcoholism","05034","kegg","H2AFX"
"Alcoholism","05034","kegg","HIST1H2BD"
"Alcoholism","05034","kegg","HIST1H2BG"
"Alcoholism","05034","kegg","MAPK3"
"Alcoholism","05034","kegg","HIST2H2BE"
"Alcoholism","05034","kegg","SOS2"
"Alcoholism","05034","kegg","HIST1H4A"
"Alcoholism","05034","kegg","ATF4"
"Alcoholism","05034","kegg","HRAS"
"Alcoholism","05034","kegg","HIST1H2BH"
"Alcoholism","05034","kegg","GNB2"
"Alcoholism","05034","kegg","HLA-DQB1"
"Alcoholism","05034","kegg","MAPK1"
"Alcoholism","05034","kegg","HIST3H2A"
"Alcoholism","05034","kegg","HIST1H2BM"
"Alcoholism","05034","kegg","HIST1H4E"
"Alcoholism","05034","kegg","GIP"
"Alcoholism","05034","kegg","SLC18A2"
"Alcoholism","05034","kegg","SHC3"
"Alcoholism","05034","kegg","ARAF"
"Alcoholism","05034","kegg","HIST2H2BF"
"Alcoholism","05034","kegg","CALML4"
"Alcoholism","05034","kegg","PRKACA"
"Alcoholism","05034","kegg","VAT1"
"Alcoholism","05034","kegg","H2AFV"
"Alcoholism","05034","kegg","HDAC6"
"Alcoholism","05034","kegg","H2AFY2"
"Alcoholism","05034","kegg","HDAC3"
"Alcoholism","05034","kegg","MAOB"
"Alcoholism","05034","kegg","GNB4"
"Alcoholism","05034","kegg","SHC2"
"Alcoholism","05034","kegg","H2BFWT"
"Alcoholism","05034","kegg","HIST3H2BB"
"Alcoholism","05034","kegg","HIST1H3H"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1B4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP1R1A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","AKT1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PIK3R6"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADRA1A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GNAI2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","RAPGEF3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TPM2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R2D"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY9"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB3L3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PLCB1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP1CC"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ACTC1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GNAS"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK13"
"Adrenergic signaling in cardiomyocytes","04261","kegg","AGTR1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PLCB2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PRKACB"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2CA"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R5B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG8"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PLN"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK12"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CAMK2A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATF2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1A1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R3A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP2A2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB3L1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA1S"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CAMK2B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALML6"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TNNT2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MYH6"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2CB"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PRKACA"
"Adrenergic signaling in cardiomyocytes","04261","kegg","BCL2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SCN7A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MYL3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA1C"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R5D"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TNC"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R5A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CAMK2D"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNB4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNB1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TNNI3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP2B2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY7"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PRKACG"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA2D3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP2B3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","cAMP"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R2A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA2D4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","KCNQ1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GNAI1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SLC8A1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB3L4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R1A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R5E"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R2B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TPM1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA2D2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","FXYD2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP2B4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB3L2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GIP"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SCN5A"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PLCB3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1B2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R3B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","RYR2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADRB2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA2D1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATF4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SCN4B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREB1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","AKT2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PLCB4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1B3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP1CA"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1A4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1B1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP2B1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA1F"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R2C"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PRKCA"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CREM"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TNNC1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADRB1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MYL2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GNAI3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATF6B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNB2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PIK3CG"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALML3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK14"
"Adrenergic signaling in cardiomyocytes","04261","kegg","RAPGEF4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALM1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY8"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALML5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","GNAQ"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNA1D"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG6"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MAPK11"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALM3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","KCNE1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADRA1B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADRA1D"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R3C"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALM2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MYL4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNB3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SCN1B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CAMK2G"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1A3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP1CB"
"Adrenergic signaling in cardiomyocytes","04261","kegg","SLC9A1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R1B"
"Adrenergic signaling in cardiomyocytes","04261","kegg","MYH7"
"Adrenergic signaling in cardiomyocytes","04261","kegg","AKT3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CALML4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ATP1A2"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG7"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CACNG3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TPM4"
"Adrenergic signaling in cardiomyocytes","04261","kegg","RPS6KA5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PIK3R5"
"Adrenergic signaling in cardiomyocytes","04261","kegg","TPM3"
"Adrenergic signaling in cardiomyocytes","04261","kegg","CMC1"
"Adrenergic signaling in cardiomyocytes","04261","kegg","PPP2R5C"
"Adrenergic signaling in cardiomyocytes","04261","kegg","ADCY6"
"Ribosome biogenesis in eukaryotes","03008","kegg","CIRH1A"
"Ribosome biogenesis in eukaryotes","03008","kegg","MPHOSPH10"
"Ribosome biogenesis in eukaryotes","03008","kegg","RRP7A"
"Ribosome biogenesis in eukaryotes","03008","kegg","NGB"
"Ribosome biogenesis in eukaryotes","03008","kegg","WDR3"
"Ribosome biogenesis in eukaryotes","03008","kegg","XRN2"
"Ribosome biogenesis in eukaryotes","03008","kegg","XPO1"
"Ribosome biogenesis in eukaryotes","03008","kegg","CSNK2A2"
"Ribosome biogenesis in eukaryotes","03008","kegg","RIOK1"
"Ribosome biogenesis in eukaryotes","03008","kegg","NVL"
"Ribosome biogenesis in eukaryotes","03008","kegg","CSNK2B"
"Ribosome biogenesis in eukaryotes","03008","kegg","POP4"
"Ribosome biogenesis in eukaryotes","03008","kegg","HEATR1"
"Ribosome biogenesis in eukaryotes","03008","kegg","UTP6"
"Ribosome biogenesis in eukaryotes","03008","kegg","BMS1"
"Ribosome biogenesis in eukaryotes","03008","kegg","POP7"
"Ribosome biogenesis in eukaryotes","03008","kegg","NAT10"
"Ribosome biogenesis in eukaryotes","03008","kegg","CSNK2A1P"
"Ribosome biogenesis in eukaryotes","03008","kegg","NOP58"
"Ribosome biogenesis in eukaryotes","03008","kegg","NXT2"
"Ribosome biogenesis in eukaryotes","03008","kegg","NOP56"
"Ribosome biogenesis in eukaryotes","03008","kegg","RPP25"
"Ribosome biogenesis in eukaryotes","03008","kegg","SFN"
"Ribosome biogenesis in eukaryotes","03008","kegg","XRN1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RAN"
"Ribosome biogenesis in eukaryotes","03008","kegg","NHP2L1"
"Ribosome biogenesis in eukaryotes","03008","kegg","DROSHA"
"Ribosome biogenesis in eukaryotes","03008","kegg","IMP4"
"Ribosome biogenesis in eukaryotes","03008","kegg","NOP10"
"Ribosome biogenesis in eukaryotes","03008","kegg","GNL3L"
"Ribosome biogenesis in eukaryotes","03008","kegg","NXF5"
"Ribosome biogenesis in eukaryotes","03008","kegg","REXO1"
"Ribosome biogenesis in eukaryotes","03008","kegg","EFTUD1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RIOK2"
"Ribosome biogenesis in eukaryotes","03008","kegg","NXF1"
"Ribosome biogenesis in eukaryotes","03008","kegg","EMG1"
"Ribosome biogenesis in eukaryotes","03008","kegg","SDS"
"Ribosome biogenesis in eukaryotes","03008","kegg","SBDS"
"Ribosome biogenesis in eukaryotes","03008","kegg","RPP30"
"Ribosome biogenesis in eukaryotes","03008","kegg","CSNK2A1"
"Ribosome biogenesis in eukaryotes","03008","kegg","SPATA5"
"Ribosome biogenesis in eukaryotes","03008","kegg","NXT1"
"Ribosome biogenesis in eukaryotes","03008","kegg","EIF6"
"Ribosome biogenesis in eukaryotes","03008","kegg","GNL3"
"Ribosome biogenesis in eukaryotes","03008","kegg","EIF3A"
"Ribosome biogenesis in eukaryotes","03008","kegg","UTP18"
"Ribosome biogenesis in eukaryotes","03008","kegg","WDR43"
"Ribosome biogenesis in eukaryotes","03008","kegg","POP1"
"Ribosome biogenesis in eukaryotes","03008","kegg","GNL2"
"Ribosome biogenesis in eukaryotes","03008","kegg","UTP14A"
"Ribosome biogenesis in eukaryotes","03008","kegg","RMRP"
"Ribosome biogenesis in eukaryotes","03008","kegg","emb"
"Ribosome biogenesis in eukaryotes","03008","kegg","FBL"
"Ribosome biogenesis in eukaryotes","03008","kegg","GTPBP4"
"Ribosome biogenesis in eukaryotes","03008","kegg","MDN1"
"Ribosome biogenesis in eukaryotes","03008","kegg","NHP2"
"Ribosome biogenesis in eukaryotes","03008","kegg","TBL3"
"Ribosome biogenesis in eukaryotes","03008","kegg","WDR75"
"Ribosome biogenesis in eukaryotes","03008","kegg","TCOF1"
"Ribosome biogenesis in eukaryotes","03008","kegg","C9orf23"
"Ribosome biogenesis in eukaryotes","03008","kegg","NOB1"
"Ribosome biogenesis in eukaryotes","03008","kegg","PWP2"
"Ribosome biogenesis in eukaryotes","03008","kegg","DKC1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RPP40"
"Ribosome biogenesis in eukaryotes","03008","kegg","UTP15"
"Ribosome biogenesis in eukaryotes","03008","kegg","NMD3"
"Ribosome biogenesis in eukaryotes","03008","kegg","IMP3"
"Ribosome biogenesis in eukaryotes","03008","kegg","NRAP"
"Ribosome biogenesis in eukaryotes","03008","kegg","TAF9"
"Ribosome biogenesis in eukaryotes","03008","kegg","FCF1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RPP38"
"Ribosome biogenesis in eukaryotes","03008","kegg","GAR1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RBM28"
"Ribosome biogenesis in eukaryotes","03008","kegg","NME1"
"Ribosome biogenesis in eukaryotes","03008","kegg","REXO2"
"Ribosome biogenesis in eukaryotes","03008","kegg","NOL6"
"Ribosome biogenesis in eukaryotes","03008","kegg","WDR36"
"Ribosome biogenesis in eukaryotes","03008","kegg","POP5"
"Ribosome biogenesis in eukaryotes","03008","kegg","LSG1"
"Ribosome biogenesis in eukaryotes","03008","kegg","RCL1"
"Ribosome biogenesis in eukaryotes","03008","kegg","SNORD3A"
"Prostate cancer","05215","kegg","NFKBIA"
"Prostate cancer","05215","kegg","PDGFC"
"Prostate cancer","05215","kegg","KRAS"
"Prostate cancer","05215","kegg","TCF7L1"
"Prostate cancer","05215","kegg","EP300"
"Prostate cancer","05215","kegg","PLAT"
"Prostate cancer","05215","kegg","IGF1R"
"Prostate cancer","05215","kegg","CREBBP"
"Prostate cancer","05215","kegg","MTOR"
"Prostate cancer","05215","kegg","MDM2"
"Prostate cancer","05215","kegg","CREB3L1"
"Prostate cancer","05215","kegg","ETV5"
"Prostate cancer","05215","kegg","IKBKG"
"Prostate cancer","05215","kegg","SOS1"
"Prostate cancer","05215","kegg","EGF"
"Prostate cancer","05215","kegg","TP53"
"Prostate cancer","05215","kegg","MAP2K1"
"Prostate cancer","05215","kegg","RELA"
"Prostate cancer","05215","kegg","FLG"
"Prostate cancer","05215","kegg","PIK3R3"
"Prostate cancer","05215","kegg","CREB3"
"Prostate cancer","05215","kegg","CCNE1"
"Prostate cancer","05215","kegg","ARAF"
