"source_id","metabolites","ontology"
"hmdb:HMDB0000197","Indoleacetic acid","Blood"
"hmdb:HMDB0007269","DG(18:3(6Z,9Z,12Z)/14:0/0:0)","Blood"
"hmdb:HMDB0013209","Alanyltryptophan","Blood"
"chebi:674499","Phendimetrazine","Blood"
"pubchem:53478083","DG(18:1(11Z)/22:6(4Z,7Z,10Z,13","Blood"
"pubchem:184815","4-amino-MX","Blood"
"wikidata:Q421910","NA","Blood"
"CAS:59-42-7","Phenylephrine","Blood"
"pubchem:6041","Phenylephrine","Blood"
"hmdb:HMDB0073774","CL(a-13:0/i-22:0/i-14:0/a-17:0","Blood"
"CAS:33005-95-7","Tiaprofenic acid","Blood"
"hmdb:HMDB0015538","Tiaprofenic acid","Blood"
"hmdb:HMDB0062177","N-lactoyl-Tyrosine","Blood"
"chebi:428126","Equol","Blood"
"pubchem:91469","Equol","Blood"
"pubchem:6262","Ornithine","Blood"
"hmdb:HMDB0088981","CL(i-12:0/i-22:0/i-15:0/18:2(9","Blood"
"pubchem:439939","L-2-Hydroxyglutaric acid","Blood"
"hmdb:HMDB0087077","CL(i-12:0/i-13:0/a-25:0/i-15:0","Blood"
"hmdb:HMDB0078671","CL(a-13:0/i-15:0/a-25:0/a-17:0","Blood"
"hmdb:HMDB0085617","CL(i-13:0/i-14:0/i-20:0/i-21:0","Blood"
"hmdb:HMDB0075332","CL(a-13:0/a-25:0/i-18:0/a-25:0","Blood"
"hmdb:HMDB0081447","CL(i-12:0/i-20:0/i-15:0/i-24:0","Blood"
"hmdb:HMDB0090475","CL(i-13:0/i-12:0/a-25:0/i-14:0","Blood"
"chemspider:24840621","11b-Hydroxyprogesterone","Blood"
"hmdb:HMDB0004031","11b-Hydroxyprogesterone","Blood"
"chemspider:1794","6-Hydroxymelatonin","Blood"
"hmdb:HMDB0001311","D-Lactic acid","Blood"
"CAS:10326-41-7","D-Lactic acid","Blood"
"CAS:115538-84-6","3beta,7alpha-Dihydroxy-5-chole","Blood"
"hmdb:HMDB0079039","CL(a-13:0/i-16:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0092290","CL(i-14:0/i-16:0/i-13:0/i-24:0","Blood"
"pubchem:9543757","DG(18:0/20:2(11Z,14Z)/0:0)","Blood"
"hmdb:HMDB0078485","CL(a-13:0/a-15:0/a-21:0/a-25:0","Blood"
"hmdb:HMDB0060840","N-Desmethyldoxepin","Blood"
"hmdb:HMDB0060826","Hydroxynalidixic acid","Blood"
"hmdb:HMDB0077026","CL(i-13:0/i-20:0/i-20:0/18:2(9","Blood"
"hmdb:HMDB0084654","CL(i-13:0/a-13:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0080672","CL(i-12:0/18:2(9Z,11Z)/i-17:0/","Blood"
"hmdb:HMDB0091610","CL(i-14:0/i-15:0/i-12:0/i-17:0","Blood"
"hmdb:HMDB0078683","CL(i-13:0/a-15:0/a-25:0/i-19:0","Blood"
"hmdb:HMDB0084826","CL(a-13:0/a-13:0/a-21:0/i-14:0","Blood"
"chemspider:629","Dihydrouracil","Blood"
"hmdb:HMDB0061017","1-Pyrimidinylpiperazine","Blood"
"hmdb:HMDB0075644","CL(i-14:0/i-12:0/i-14:0/a-15:0","Blood"
"hmdb:HMDB0073851","CL(a-13:0/i-22:0/i-15:0/a-21:0","Blood"
"wikidata:Q27104145","NA","Blood"
"hmdb:HMDB0078994","CL(i-13:0/i-16:0/i-17:0/18:2(9","Blood"
"hmdb:HMDB0077950","CL(i-13:0/a-15:0/a-17:0/i-14:0","Blood"
"pubchem:19371515","Alcaftadine","Blood"
"hmdb:HMDB0085062","CL(a-13:0/i-13:0/i-24:0/i-19:0","Blood"
"chebi:86022","9(10)-EpOME;","Blood"
"hmdb:HMDB0090576","CL(a-13:0/a-13:0/a-13:0/i-12:0","Blood"
"hmdb:HMDB0087349","CL(i-12:0/i-14:0/i-21:0/a-15:0","Blood"
"pubchem:53477958","DG(14:0/20:3(5Z,8Z,11Z)/0:0)","Blood"
"hmdb:HMDB0007023","DG(14:0/20:3(5Z,8Z,11Z)/0:0)","Blood"
"hmdb:HMDB0078332","CL(a-13:0/i-15:0/i-20:0/i-21:0","Blood"
"hmdb:HMDB0075906","CL(a-13:0/18:2(9Z,11Z)/a-25:0/","Blood"
"hmdb:HMDB0000903","Tetrahydrocortisone","Blood"
"CAS:53-05-4","Tetrahydrocortisone","Blood"
"kegg:C05470","Tetrahydrocortisone;","Blood"
"pubchem:4940","Propiomazine","Blood"
"chebi:4676","Dodecanedioic acid","Blood"
"hmdb:HMDB0088572","CL(i-12:0/a-21:0/i-18:0/i-12:0","Blood"
"chemspider:12213","Dodecanedioic acid","Blood"
"chemspider:38403","Desflurane","Blood"
"chebi:34749","Ethisterone","Blood"
"hmdb:HMDB0060580","Ethisterone","Blood"
"chebi:1077065","PC(o-16:0/22:6(4Z,7Z,10Z,13Z,1","Blood"
"kegg:C00811","4-Hydroxycinnamic acid","Blood"
"kegg:C07450","Detomidine","Blood"
"pubchem:6323490","Rifabutin","Blood"
"CAS:72559-06-9","Rifabutin","Blood"
"hmdb:HMDB0086877","CL(i-12:0/a-13:0/i-19:0/i-19:0","Blood"
"hmdb:HMDB0003375","D-Limonene","Blood"
"hmdb:HMDB0083191","CL(a-13:0/18:2(9Z,11Z)/i-16:0/","Blood"
"hmdb:HMDB0078748","CL(a-13:0/i-16:0/a-13:0/i-13:0","Blood"
"hmdb:HMDB0083626","CL(a-13:0/i-18:0/i-20:0/i-17:0","Blood"
"chebi:124991","Cefalotin","Blood"
"chemspider:5802","Cefalotin","Blood"
"chemspider:4444102","Luteolin","Blood"
"hmdb:HMDB0086569","CL(i-12:0/a-13:0/i-14:0/a-13:0","Blood"
"hmdb:HMDB0088583","CL(i-12:0/i-21:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0001867","4-Aminohippuric acid","Blood"
"chebi:59134","NA","Blood"
"hmdb:HMDB0079987","CL(i-12:0/i-17:0/a-17:0/a-13:0","Blood"
"hmdb:HMDB0083409","CL(a-13:0/i-18:0/i-18:0/i-14:0","Blood"
"hmdb:HMDB0079797","CL(i-12:0/a-17:0/a-13:0/i-17:0","Blood"
"hmdb:HMDB0000070","Pipecolic acid","Blood"
"pubchem:849","Pipecolic acid","Blood"
"chemspider:388365","L-Pipecolic acid","Blood"
"hmdb:HMDB0085646","CL(a-13:0/i-14:0/i-21:0/i-15:0","Blood"
"pubchem:6443119","PC(o-18:1(9Z)/16:0)","Blood"
"hmdb:HMDB0013426","PC(o-18:1(9Z)/16:0)","Blood"
"chemspider:4947154","PC(o-18:1(9Z)/16:0)","Blood"
"hmdb:HMDB0088404","CL(i-12:0/i-17:0/i-12:0/i-15:0","Blood"
"chebi:278475","o-Tyrosine","Blood"
"hmdb:HMDB0010596","PG(16:1(9Z)/22:4(7Z,10Z,13Z,16","Blood"
"chemspider:82607","o-Tyrosine","Blood"
"hmdb:HMDB0080411","CL(i-12:0/i-18:0/i-13:0/i-12:0","Blood"
"hmdb:HMDB0081176","CL(i-12:0/i-19:0/i-17:0/i-22:0","Blood"
"pubchem:53478461","DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:","Blood"
"hmdb:HMDB0076763","CL(i-13:0/i-20:0/a-15:0/18:2(9","Blood"
"CAS:4394-00-7","Niflumic Acid","Blood"
"hmdb:HMDB0074568","CL(a-13:0/i-24:0/i-17:0/a-15:0","Blood"
"CAS:17885-08-4","DL-O-Phosphoserine","Blood"
"hmdb:HMDB0075883","CL(i-14:0/i-12:0/i-24:0/i-20:0","Blood"
"hmdb:HMDB0073459","CL(i-13:0/i-21:0/i-22:0/i-16:0","Blood"
"hmdb:HMDB0086417","CL(i-12:0/i-12:0/i-22:0/i-19:0","Blood"
"hmdb:HMDB0089913","CL(i-13:0/i-12:0/a-13:0/i-15:0","Blood"
"hmdb:HMDB0085873","CL(i-13:0/a-15:0/i-12:0/i-24:0","Blood"
"hmdb:HMDB0089546","CL(i-12:0/a-25:0/i-12:0/i-18:0","Blood"
"pubchem:5781","Alloxan","Blood"
"hmdb:HMDB0041713","cis-Resveratrol 4'-O-glucuroni","Blood"
"hmdb:HMDB0076683","CL(a-13:0/i-20:0/a-13:0/a-25:0","Blood"
"chebi:317612","6-Hydroxydopamine","Blood"
"hmdb:HMDB0001537","6-Hydroxydopamine","Blood"
"chebi:15354","Choline","Blood"
"kegg:C00114","Choline","Blood"
"hmdb:HMDB0015369","Chlorprothixene","Blood"
"hmdb:HMDB0080248","CL(i-12:0/i-17:0/a-21:0/i-21:0","Blood"
"chebi:23774","5,6-Dihydrouridine","Blood"
"pubchem:94312","5,6-Dihydrouridine","Blood"
"hmdb:HMDB0083609","CL(a-13:0/18:2(9Z,11Z)/i-20:0/","Blood"
"hmdb:HMDB0078235","CL(i-13:0/i-15:0/i-19:0/i-17:0","Blood"
"hmdb:HMDB0083239","CL(a-13:0/18:2(9Z,11Z)/a-17:0/","Blood"
"chemspider:181000","Ramelteon","Blood"
"hmdb:HMDB0007159","DG(18:0/18:1(11Z)/0:0)","Blood"
"chemspider:24765954","DG(18:0/18:1(11Z)/0:0)","Blood"
"hmdb:HMDB0086385","CL(i-12:0/i-12:0/a-21:0/i-17:0","Blood"
"hmdb:HMDB0010341","Dextrorphan O-glucuronide","Blood"
"chemspider:21865145","Dextrorphan O-glucuronide","Blood"
"pubchem:10026","Amyl Nitrite","Blood"
"kegg:C00237","Carbon monoxide","Blood"
"hmdb:HMDB0010430","TG(18:0/14:0/18:2(9Z,12Z))","Blood"
"pubchem:53480494","TG(18:0/14:0/18:2(9Z,12Z))","Blood"
"hmdb:HMDB0079237","CL(i-13:0/i-16:0/i-21:0/i-24:0","Blood"
"CAS:16590-41-3","Naltrexone","Blood"
"CAS:551-85-9","D-Ribulose5-phosphate","Blood"
"chebi:5816","Hydroxyurea","Blood"
"pubchem:16061135","Resolvin D1","Blood"
"chemspider:17216236","Resolvin D1","Blood"
"CAS:398138-28-8","PGD2 ethanolamide","Blood"
"pubchem:53245830","Cervonoyl ethanolamide","Blood"
"pubchem:9543756","DG(18:1(9Z)/20:1(11Z)/0:0)","Blood"
"chemspider:4445443","Dihomo-gamma-Linolenoyl ethano","Blood"
"hmdb:HMDB0013629","PGD2 ethanolamide","Blood"
"pubchem:5282272","Dihomo-gamma-Linolenoyl ethano","Blood"
"hmdb:HMDB0088820","CL(i-12:0/i-21:0/i-24:0/i-12:0","Blood"
"chemspider:5162","Sulpiride","Blood"
"chebi:32168","Sulpiride","Blood"
"hmdb:HMDB0089820","CL(i-12:0/a-25:0/i-22:0/i-22:0","Blood"
"hmdb:HMDB0079164","CL(a-13:0/i-16:0/i-20:0/i-21:0","Blood"
"hmdb:HMDB0082944","CL(i-13:0/i-18:0/a-13:0/a-25:0","Blood"
"hmdb:HMDB0012442","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)","Blood"
"kegg:C07666","Dapsone","Blood"
"hmdb:HMDB0014395","Dapsone","Blood"
"hmdb:HMDB0077871","CL(a-13:0/i-15:0/i-16:0/a-15:0","Blood"
"hmdb:HMDB0086841","CL(i-12:0/i-13:0/i-18:0/a-21:0","Blood"
"CAS:53016-31-2","Norelgestromin","Blood"
"chemspider:11498267","Norelgestromin","Blood"
"hmdb:HMDB0015658","Norelgestromin","Blood"
"chemspider:133482","Estriol-17-glucuronide","Blood"
"hmdb:HMDB0090633","CL(i-14:0/i-13:0/i-12:0/i-14:0","Blood"
"CAS:138-08-9","Phosphoenolpyruvic acid","Blood"
"chemspider:4486264","Sunitinib","Blood"
"chemspider:5633","NA","Blood"
"CAS:52-39-1","Aldosterone","Blood"
"hmdb:HMDB0074194","CL(i-13:0/i-22:0/i-22:0/i-15:0","Blood"
"hmdb:HMDB0014727","Lisuride","Blood"
"chemspider:26847","Lisuride","Blood"
"hmdb:HMDB0080694","CL(i-12:0/i-18:0/a-17:0/a-25:0","Blood"
"hmdb:HMDB0087011","CL(i-12:0/a-13:0/i-22:0/a-17:0","Blood"
"hmdb:HMDB0078143","CL(a-13:0/a-15:0/i-18:0/i-18:0","Blood"
"hmdb:HMDB0084495","CL(a-13:0/a-13:0/i-17:0/i-22:0","Blood"
"kegg:C07486","Nordiazepam","Blood"
"hmdb:HMDB0060538","Nordiazepam","Blood"
"hmdb:HMDB0078751","CL(i-13:0/i-16:0/a-13:0/a-13:0","Blood"
"hmdb:HMDB0077762","CL(i-13:0/i-15:0/i-15:0/i-17:0","Blood"
"hmdb:HMDB0088604","CL(i-12:0/i-21:0/i-18:0/a-17:0","Blood"
"hmdb:HMDB0089553","CL(i-12:0/a-25:0/i-12:0/a-25:0","Blood"
"CAS:147-20-6","Diphenylpyraline","Blood"
"hmdb:HMDB0090528","CL(i-13:0/i-13:0/i-12:0/i-16:0","Blood"
"hmdb:HMDB0076839","CL(i-13:0/i-20:0/i-17:0/a-13:0","Blood"
"hmdb:HMDB0076807","CL(i-13:0/i-20:0/i-16:0/i-17:0","Blood"
"chebi:59477","Chloroxine","Blood"
"hmdb:HMDB0081899","CL(i-13:0/i-17:0/i-16:0/i-16:0","Blood"
"hmdb:HMDB0073518","CL(i-13:0/i-21:0/i-24:0/i-14:0","Blood"
"pubchem:10690","Gluconic acid","Blood"
"pubchem:101638875","2',3'-Anhydrolutein","Blood"
"chemspider:2006614","L-Carnitine","Blood"
"pubchem:6137","L-Methionine","Blood"
"hmdb:HMDB0081460","CL(i-12:0/i-20:0/i-16:0/18:2(9","Blood"
"hmdb:HMDB0088020","CL(i-12:0/a-15:0/i-24:0/18:2(9","Blood"
"hmdb:HMDB0085586","CL(a-13:0/i-14:0/i-19:0/i-22:0","Blood"
"hmdb:HMDB0090802","CL(i-14:0/i-13:0/a-15:0/a-17:0","Blood"
"chebi:22357","allo-inositol","Blood"
"hmdb:HMDB0075808","CL(i-14:0/i-12:0/i-20:0/a-17:0","Blood"
"kegg:C06151","Levoinositol","Blood"
"chebi:27374","Levoinositol","Blood"
"hmdb:HMDB0073034","CL(a-13:0/a-21:0/18:2(9Z,11Z)/","Blood"
"CAS:488-54-0","neo-inositol ","Blood"
"hmdb:HMDB0240208","neo-inositol ","Blood"
"CAS:576-63-6","cis-inositol","Blood"
"pubchem:5922","Isonicotinic acid","Blood"
"kegg:C07446","Isonicotinic acid","Blood"
"hmdb:HMDB0090187","CL(a-13:0/i-12:0/i-18:0/i-13:0","Blood"
"hmdb:HMDB0073834","CL(i-13:0/i-22:0/a-15:0/18:2(9","Blood"
"hmdb:HMDB0073519","CL(a-13:0/a-21:0/i-24:0/i-14:0","Blood"
"hmdb:HMDB0076234","CL(i-13:0/i-19:0/a-17:0/i-20:0","Blood"
"hmdb:HMDB0089159","CL(i-12:0/i-22:0/i-21:0/a-25:0","Blood"
"hmdb:HMDB0074577","CL(i-13:0/i-24:0/a-17:0/a-17:0","Blood"
"hmdb:HMDB0073024","CL(a-13:0/i-21:0/18:2(9Z,11Z)/","Blood"
"CAS:161796-78-7","Esomeprazole","Blood"
"hmdb:HMDB0075452","CL(i-13:0/a-25:0/i-21:0/i-19:0","Blood"
"hmdb:HMDB0073657","CL(a-13:0/i-22:0/i-12:0/i-14:0","Blood"
"hmdb:HMDB0080696","CL(i-12:0/i-18:0/i-17:0/a-25:0","Blood"
"hmdb:HMDB0091395","CL(i-14:0/i-14:0/i-16:0/i-22:0","Blood"
"hmdb:HMDB0085466","CL(i-13:0/i-14:0/a-17:0/i-21:0","Blood"
"chemspider:9519","NA","Blood"
"chemspider:4026","Metolazone","Blood"
"hmdb:HMDB0007302","DG(18:3(9Z,12Z,15Z)/16:1(9Z)/0","Blood"
"pubchem:53478144","DG(18:3(9Z,12Z,15Z)/16:1(9Z)/0","Blood"
"wikidata:Q614788","NA","Blood"
"pubchem:53477703","Deoxypyridinoline","Blood"
"chebi:74064","8-Hydroxy-7-methylguanine","Blood"
"hmdb:HMDB0090756","CL(i-14:0/a-13:0/i-14:0/i-18:0","Blood"
"hmdb:HMDB0076015","CL(i-13:0/i-19:0/a-13:0/i-19:0","Blood"
"hmdb:HMDB0083832","CL(i-13:0/18:2(9Z,11Z)/i-22:0/","Blood"
"hmdb:HMDB0082072","CL(i-13:0/a-17:0/a-17:0/i-22:0","Blood"
"hmdb:HMDB0083243","CL(a-13:0/18:2(9Z,11Z)/i-17:0/","Blood"
"hmdb:HMDB0014947","Tropicamide","Blood"
"CAS:1508-75-4","Tropicamide","Blood"
"hmdb:HMDB0090449","CL(a-13:0/i-12:0/i-24:0/a-17:0","Blood"
"hmdb:HMDB0073695","CL(a-13:0/i-22:0/a-13:0/a-13:0","Blood"
"chemspider:5800","ADP","Blood"
"chebi:88748","5-(3',4'-Dihydroxyphenyl)-gamm","Blood"
"chemspider:4445454","DG(16:0/18:1(9Z)/0:0)","Blood"
"hmdb:HMDB0088196","CL(i-12:0/i-16:0/i-16:0/i-22:0","Blood"
"hmdb:HMDB0073254","CL(i-13:0/i-21:0/i-20:0/a-17:0","Blood"
"hmdb:HMDB0075961","CL(i-13:0/i-19:0/i-12:0/a-21:0","Blood"
"chemspider:5101","Imatinib","Blood"
"CAS:152459-95-5","Imatinib","Blood"
"wikidata:Q177094","NA","Blood"
"hmdb:HMDB0083022","CL(i-13:0/18:2(9Z,11Z)/a-15:0/","Blood"
"hmdb:HMDB0080963","CL(i-12:0/18:2(9Z,11Z)/i-24:0/","Blood"
"hmdb:HMDB0081287","CL(i-12:0/i-19:0/a-21:0/a-25:0","Blood"
"CAS:77-41-8","Methsuximide","Blood"
"chemspider:6231","Methsuximide","Blood"
"chebi:114444","3-Methylhistamine","Blood"
"hmdb:HMDB0059980","4-Hydroxy-5-(phenyl)-valeric a","Blood"
"hmdb:HMDB0079872","CL(i-12:0/i-17:0/i-15:0/i-12:0","Blood"
"CAS:107-92-6","Butyric acid","Blood"
"pubchem:104775","NA","Blood"
"CAS:829-74-3","Levonordefrin","Blood"
"pubchem:164739","Levonordefrin","Blood"
"chemspider:144416","Levonordefrin","Blood"
"chebi:9943","Venlafaxine","Blood"
"chemspider:653","Dimethylglycine","Blood"
"chebi:756783","Mivacurium","Blood"
"pubchem:53481701","PC(o-16:0/20:4(8Z,11Z,14Z,17Z)","Blood"
"hmdb:HMDB0089294","CL(i-12:0/i-24:0/i-15:0/i-15:0","Blood"
"hmdb:HMDB0079676","CL(i-13:0/i-17:0/a-15:0/i-15:0","Blood"
"hmdb:HMDB0013335","3-Hydroxyhexadecadienoylcarnit","Blood"
"hmdb:HMDB0060714","2-ene-Valproic acid CoA","Blood"
"hmdb:HMDB0089443","CL(i-12:0/i-24:0/i-20:0/a-21:0","Blood"
"hmdb:HMDB0078411","CL(a-13:0/a-15:0/i-21:0/i-17:0","Blood"
"hmdb:HMDB0073236","CL(i-13:0/a-21:0/i-20:0/a-15:0","Blood"
"hmdb:HMDB0082890","CL(i-13:0/18:2(9Z,11Z)/i-13:0/","Blood"
"hmdb:HMDB0088987","CL(i-12:0/i-22:0/i-15:0/i-20:0","Blood"
"chebi:28645","D-Fructose","Blood"
"hmdb:HMDB0081166","CL(i-12:0/i-19:0/a-17:0/i-18:0","Blood"
"chebi:149031","3-Methyluric acid","Blood"
"pubchem:11804","3-Methyluric acid","Blood"
"hmdb:HMDB0074566","CL(a-13:0/i-24:0/a-17:0/a-15:0","Blood"
"hmdb:HMDB0092625","CL(i-14:0/i-17:0/a-13:0/i-16:0","Blood"
"pubchem:53480613","PG(18:0/22:5(7Z,10Z,13Z,16Z,19","Blood"
"hmdb:HMDB0084433","CL(a-13:0/a-13:0/i-17:0/i-17:0","Blood"
"CAS:520-88-7","16-a-Hydroxypregnenolone","Blood"
"chebi:771","16-a-Hydroxypregnenolone","Blood"
"chebi:562788","Enterolactone","Blood"
"hmdb:HMDB0078911","CL(i-13:0/i-16:0/i-15:0/i-22:0","Blood"
"hmdb:HMDB0087428","CL(i-12:0/a-15:0/i-12:0/i-12:0","Blood"
"hmdb:HMDB0001942","Phenylpropanolamine","Blood"
"chemspider:25082","Phenylpropanolamine","Blood"
"hmdb:HMDB0087236","CL(i-12:0/i-14:0/i-17:0/i-14:0","Blood"
"hmdb:HMDB0092516","CL(i-14:0/i-16:0/i-22:0/i-16:0","Blood"
"hmdb:HMDB0077542","CL(a-13:0/a-21:0/a-15:0/a-15:0","Blood"
"hmdb:HMDB0072953","CL(a-13:0/a-21:0/i-17:0/i-19:0","Blood"
"hmdb:HMDB0080377","CL(i-12:0/18:2(9Z,11Z)/i-12:0/","Blood"
"kegg:C08059","Rifapentine","Blood"
"hmdb:HMDB0015332","Rifapentine","Blood"
"hmdb:HMDB0083727","CL(a-13:0/i-18:0/a-21:0/i-17:0","Blood"
"wikidata:Q619815","NA","Blood"
"kegg:C02191","Protoporphyrin IX","Blood"
"chemspider:21430808","NA","Blood"
"hmdb:HMDB0080821","CL(i-12:0/i-18:0/i-20:0/a-17:0","Blood"
"hmdb:HMDB0081346","CL(i-12:0/i-20:0/i-12:0/i-14:0","Blood"
"pubchem:1045","Putrescine","Blood"
"kegg:C00007","Oxygen","Blood"
"chebi:15379","Oxygen","Blood"
"hmdb:HMDB0081547","CL(i-12:0/i-20:0/i-19:0/i-17:0","Blood"
"hmdb:HMDB0075429","CL(a-13:0/a-25:0/a-21:0/i-16:0","Blood"
"hmdb:HMDB0087694","CL(i-12:0/a-15:0/i-17:0/i-14:0","Blood"
"CAS:86002-90-6","18-Hydroxycortisol","Blood"
"hmdb:HMDB0000418","18-Hydroxycortisol","Blood"
"chemspider:24840620","18-Hydroxycortisol","Blood"
"hmdb:HMDB0074082","CL(i-13:0/i-22:0/i-20:0/a-13:0","Blood"
"pubchem:21999450","Aminoethoxyacetic acid","Blood"
"hmdb:HMDB0086341","CL(i-12:0/i-12:0/i-19:0/i-17:0","Blood"
"hmdb:HMDB0080124","CL(i-12:0/a-17:0/i-19:0/i-12:0","Blood"
"hmdb:HMDB0073763","CL(i-13:0/i-22:0/i-14:0/i-14:0","Blood"
"hmdb:HMDB0074871","CL(a-13:0/i-24:0/i-24:0/i-13:0","Blood"
"hmdb:HMDB0073997","CL(a-13:0/i-22:0/i-18:0/i-16:0","Blood"
"hmdb:HMDB0085373","CL(a-13:0/i-14:0/a-15:0/a-25:0","Blood"
"hmdb:HMDB0031035","5-Heneicosyl-1,3-benzenediol","Blood"
"CAS:70110-59-7","5-Heneicosyl-1,3-benzenediol","Blood"
"pubchem:53477762","Violaxanthin","Blood"
"CAS:1783-84-2","8,11,14-Eicosatrienoic acid","Blood"
"hmdb:HMDB0089239","CL(i-12:0/i-24:0/a-13:0/i-14:0","Blood"
"hmdb:HMDB0086575","CL(i-12:0/a-13:0/i-14:0/a-15:0","Blood"
"hmdb:HMDB0089055","CL(i-12:0/i-22:0/i-18:0/i-13:0","Blood"
"hmdb:HMDB0076987","CL(i-13:0/i-20:0/i-19:0/i-17:0","Blood"
"wikidata:Q2064889","NA","Blood"
"pubchem:440573","NA","Blood"
"hmdb:HMDB0001562","Folinic acid","Blood"
"hmdb:HMDB0091322","CL(i-14:0/i-14:0/i-13:0/i-24:0","Blood"
"hmdb:HMDB0000273","Thymidine","Blood"
"CAS:52-24-4","Thiotepa","Blood"
"pubchem:6029","Uridine","Blood"
"wikidata:Q422573","NA","Blood"
"hmdb:HMDB0090080","CL(i-13:0/i-12:0/i-16:0/i-14:0","Blood"
"hmdb:HMDB0079314","CL(a-13:0/i-16:0/i-24:0/i-24:0","Blood"
"hmdb:HMDB0091124","CL(i-14:0/a-13:0/a-21:0/a-17:0","Blood"
"hmdb:HMDB0073901","CL(i-13:0/i-22:0/a-17:0/i-12:0","Blood"
"hmdb:HMDB0015244","Cefuroxime","Blood"
"hmdb:HMDB0090236","CL(i-13:0/i-12:0/18:2(9Z,11Z)/","Blood"
"pubchem:3033538","Dapiprazole","Blood"
"hmdb:HMDB0014443","Dapiprazole","Blood"
"hmdb:HMDB0000904","Citrulline","Blood"
"kegg:C16525","Eicosadienoic acid","Blood"
"kegg:C05842","N1-Methyl-2-pyridone-5-carboxa","Blood"
"hmdb:HMDB0082560","CL(a-13:0/a-17:0/i-22:0/i-18:0","Blood"
"hmdb:HMDB0079162","CL(i-13:0/i-16:0/i-20:0/i-20:0","Blood"
"hmdb:HMDB0078558","CL(a-13:0/i-15:0/i-22:0/i-24:0","Blood"
"hmdb:HMDB0087424","CL(i-12:0/i-14:0/a-25:0/i-22:0","Blood"
"hmdb:HMDB0078597","CL(i-13:0/a-15:0/i-24:0/i-17:0","Blood"
"pubchem:439258","L-Cystathionine","Blood"
"chemspider:2008","Alfuzosin","Blood"
"hmdb:HMDB0078302","CL(i-13:0/i-15:0/i-20:0/i-16:0","Blood"
"hmdb:HMDB0085826","CL(a-13:0/a-15:0/i-12:0/a-15:0","Blood"
"hmdb:HMDB0076677","CL(a-13:0/i-20:0/i-13:0/i-22:0","Blood"
"CAS:816-66-0","Ketoleucine","Blood"
"chebi:17865","4-Methyl-2-oxopentanoate;","Blood"
"pubchem:2716","Chlormerodrin","Blood"
"chebi:59445","Chlormerodrin","Blood"
"hmdb:HMDB0014674","Chlormerodrin","Blood"
"hmdb:HMDB0077444","CL(a-13:0/a-21:0/i-14:0/i-13:0","Blood"
"hmdb:HMDB0080299","CL(i-12:0/a-17:0/i-22:0/i-24:0","Blood"
"hmdb:HMDB0077047","CL(a-13:0/i-20:0/i-21:0/i-12:0","Blood"
"hmdb:HMDB0086509","CL(i-12:0/i-13:0/a-13:0/i-14:0","Blood"
"chemspider:62461","4-Hydroxy-L-proline","Blood"
"CAS:571-31-3","Epietiocholanolone","Blood"
"chemspider:216866","Epietiocholanolone","Blood"
"pubchem:53478119","DG(18:3(6Z,9Z,12Z)/18:1(9Z)/0:","Blood"
"chemspider:36356","NA","Blood"
"pubchem:39763","NAPQI","Blood"
"hmdb:HMDB0088275","CL(i-12:0/i-16:0/i-19:0/a-15:0","Blood"
"chemspider:5735","L-Alanine","Blood"
"pubchem:5950","L-Alanine","Blood"
"hmdb:HMDB0082306","CL(a-13:0/a-17:0/i-20:0/i-12:0","Blood"
"hmdb:HMDB0075602","CL(i-14:0/i-12:0/i-12:0/a-25:0","Blood"
"hmdb:HMDB0087085","CL(i-12:0/i-13:0/a-25:0/a-17:0","Blood"
"hmdb:HMDB0080428","CL(i-12:0/i-18:0/a-13:0/i-15:0","Blood"
"hmdb:HMDB0075768","CL(i-14:0/i-12:0/i-18:0/i-19:0","Blood"
"chemspider:110495","27-Hydroxycholesterol","Blood"
"hmdb:HMDB0078079","CL(a-13:0/a-15:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0082481","CL(a-13:0/a-17:0/a-21:0/a-21:0","Blood"
"pubchem:53480526","TG(18:2(9Z,12Z)/14:0/18:2(9Z,1","Blood"
"hmdb:HMDB0080118","CL(i-12:0/a-17:0/i-18:0/i-24:0","Blood"
"chebi:36190","HepoxilinA3;","Blood"
"wikidata:Q903566","NA","Blood"
"hmdb:HMDB0086220","CL(i-12:0/i-12:0/i-15:0/i-16:0","Blood"
"chemspider:24766150","DG(20:3(5Z,8Z,11Z)/16:1(9Z)/0:","Blood"
"hmdb:HMDB0092771","CL(i-14:0/a-17:0/i-15:0/i-22:0","Blood"
"hmdb:HMDB0085548","CL(i-13:0/i-14:0/i-18:0/i-24:0","Blood"
"hmdb:HMDB0090695","CL(i-14:0/i-13:0/a-13:0/a-17:0","Blood"
"hmdb:HMDB0084584","CL(i-13:0/a-13:0/18:2(9Z,11Z)/","Blood"
"pubchem:6027","NA","Blood"
"hmdb:HMDB0076283","CL(i-13:0/i-19:0/18:2(9Z,11Z)/","Blood"
"pubchem:92258","Alpha-N-Phenylacetyl-L-glutami","Blood"
"chemspider:4446688","Cer(d18:0/22:0)","Blood"
