"","pathwayName","sourceId","type","metabolite"
"96822","Vasopressin-regulated water reabsorption","04962","kegg","PRKACB"
"96823","Vasopressin-regulated water reabsorption","04962","kegg","ARHGDIG"
"96824","Vasopressin-regulated water reabsorption","04962","kegg","DYNLL1"
"96825","Vasopressin-regulated water reabsorption","04962","kegg","CREB3L3"
"96826","Vasopressin-regulated water reabsorption","04962","kegg","CREB3L1"
"96827","Axon guidance","04360","kegg","PRKCA"
"96828","Axon guidance","04360","kegg","BMPR1B"
"96829","Axon guidance","04360","kegg","GSK3B"
"96830","Axon guidance","04360","kegg","PIK3CD"
"96831","Axon guidance","04360","kegg","RHOD"
"96832","Axon guidance","04360","kegg","MAPK1"
"96833","Axon guidance","04360","kegg","RAF1"
"96834","Axon guidance","04360","kegg","CAMK2D"
"96835","Axon guidance","04360","kegg","GNAI3"
"96836","Axon guidance","04360","kegg","SSH2"
"96837","Axon guidance","04360","kegg","EPHA2"
"96838","Axon guidance","04360","kegg","LIMK2"
"96839","Axon guidance","04360","kegg","EPHB6"
"96840","Axon guidance","04360","kegg","PDK1"
"96841","Axon guidance","04360","kegg","EPHA1"
"96842","Axon guidance","04360","kegg","RRAS"
"96843","Axon guidance","04360","kegg","PRKCZ"
"96844","Axon guidance","04360","kegg","SSH1"
"96845","Axon guidance","04360","kegg","TRPC6"
"96846","Axon guidance","04360","kegg","PPP3CA"
"96847","Axon guidance","04360","kegg","PAK7"
"96848","Axon guidance","04360","kegg","RAC1"
"96849","Axon guidance","04360","kegg","CDC42"
"96850","Axon guidance","04360","kegg","CAMK2G"
"96851","Axon guidance","04360","kegg","FES"
"96852","Axon guidance","04360","kegg","NFATC2"
"96853","Axon guidance","04360","kegg","EPHA8"
"96854","Axon guidance","04360","kegg","ARHGEF12"
"96855","Axon guidance","04360","kegg","EPHA4"
"96856","Axon guidance","04360","kegg","NFATC3"
"96857","Axon guidance","04360","kegg","EPHB2"
"96858","Axon guidance","04360","kegg","PTCH1"
"96859","Axon guidance","04360","kegg","PPP3CB"
"96860","Axon guidance","04360","kegg","SSH3"
"96861","Axon guidance","04360","kegg","ITGB1"
"96862","Axon guidance","04360","kegg","FZD3"
"96863","Axon guidance","04360","kegg","NGEF"
"96864","Axon guidance","04360","kegg","ABL1"
"96865","Axon guidance","04360","kegg","EPHB1"
"96866","Axon guidance","04360","kegg","PAK2"
"96867","Axon guidance","04360","kegg","HRAS"
"96868","Axon guidance","04360","kegg","RAC3"
"96869","Axon guidance","04360","kegg","PIK3CB"
"96870","Axon guidance","04360","kegg","EPHB4"
"96871","Axon guidance","04360","kegg","LIMK1"
"96872","Axon guidance","04360","kegg","WNT4"
"96873","Axon guidance","04360","kegg","PARD3"
"96874","Axon guidance","04360","kegg","PPP3R2"
"96875","Axon guidance","04360","kegg","GNAI2"
"96876","Axon guidance","04360","kegg","PTK2"
"96877","Axon guidance","04360","kegg","CDK5"
"96878","Axon guidance","04360","kegg","EPHB3"
"96879","Axon guidance","04360","kegg","SHH"
"96880","Axon guidance","04360","kegg","CFL2"
"96881","Axon guidance","04360","kegg","PLXNB1"
"96882","Axon guidance","04360","kegg","PLCG1"
"96883","Axon guidance","04360","kegg","PARD6A"
"96884","Axon guidance","04360","kegg","BMPR2"
"96885","Axon guidance","04360","kegg","ROCK1"
"96886","Axon guidance","04360","kegg","FYN"
"96887","Axon guidance","04360","kegg","PARD6B"
"96888","Axon guidance","04360","kegg","SMO"
"96889","Axon guidance","04360","kegg","PLCG2"
"96890","Axon guidance","04360","kegg","EPHA7"
"96891","Axon guidance","04360","kegg","TRPC1"
"96892","Axon guidance","04360","kegg","PAK6"
"96893","Axon guidance","04360","kegg","PIK3R3"
"96894","Axon guidance","04360","kegg","NRAS"
"96895","Axon guidance","04360","kegg","RYK"
"96896","Axon guidance","04360","kegg","WNT5B"
"96898","Axon guidance","04360","kegg","RHOA"
"96899","Axon guidance","04360","kegg","RND1"
"96900","Axon guidance","04360","kegg","ILK"
"96901","Axon guidance","04360","kegg","WNT5A"
"96902","Axon guidance","04360","kegg","RGS3"
"96903","Axon guidance","04360","kegg","EPHA3"
"96904","Axon guidance","04360","kegg","CAMK2B"
"96905","Axon guidance","04360","kegg","PAK4"
"96906","Axon guidance","04360","kegg","MET"
"96907","Axon guidance","04360","kegg","CFL1"
"96908","Axon guidance","04360","kegg","KRAS"
"96909","Axon guidance","04360","kegg","PAK1"
"96910","Axon guidance","04360","kegg","NFATC4"
"96911","Axon guidance","04360","kegg","PIK3R2"
"96912","Axon guidance","04360","kegg","PPP3CC"
"96913","Axon guidance","04360","kegg","PPP3R1"
"96914","Axon guidance","04360","kegg","ROCK2"
"96915","Axon guidance","04360","kegg","TRPC4"
"96916","Axon guidance","04360","kegg","RAC2"
"96917","Axon guidance","04360","kegg","PARD6G"
"96918","Axon guidance","04360","kegg","NCK2"
"96919","Axon guidance","04360","kegg","PIK3R1"
"96920","Axon guidance","04360","kegg","ENAH"
"96921","Axon guidance","04360","kegg","PTPN11"
"96922","Axon guidance","04360","kegg","MAPK3"
"96923","Axon guidance","04360","kegg","BMP7"
"96924","Axon guidance","04360","kegg","CAMK2A"
"96925","Axon guidance","04360","kegg","DPYSL2"
"96926","Axon guidance","04360","kegg","GNAI1"
"96927","Axon guidance","04360","kegg","SRC"
"96928","Axon guidance","04360","kegg","PIK3CA"
"96929","Axon guidance","04360","kegg","CXCR4"
"96930","Axon guidance","04360","kegg","PAK3"
"96931","Axon guidance","04360","kegg","NCK1"
"96932","Basal cell carcinoma","05217","kegg","GSK3B"
"96933","Basal cell carcinoma","05217","kegg","TCF7L1"
"96934","Basal cell carcinoma","05217","kegg","FZD2"
"96935","Basal cell carcinoma","05217","kegg","GADD45A"
"96936","Basal cell carcinoma","05217","kegg","FZD7"
"96937","Basal cell carcinoma","05217","kegg","WNT5A"
"96938","Basal cell carcinoma","05217","kegg","WNT7A"
"96939","Basal cell carcinoma","05217","kegg","FZD4"
"96940","Basal cell carcinoma","05217","kegg","TP53"
"96941","Basal cell carcinoma","05217","kegg","DVL1"
"96942","Basal cell carcinoma","05217","kegg","WNT10A"
"96943","Basal cell carcinoma","05217","kegg","LEF1"
"96944","Basal cell carcinoma","05217","kegg","BAX"
"96945","Basal cell carcinoma","05217","kegg","FZD9"
"96946","Basal cell carcinoma","05217","kegg","SHH"
"96947","Basal cell carcinoma","05217","kegg","BMP2"
"96948","Basal cell carcinoma","05217","kegg","WNT2B"
"96949","Basal cell carcinoma","05217","kegg","FZD3"
"96950","Basal cell carcinoma","05217","kegg","WNT16"
"96951","Basal cell carcinoma","05217","kegg","AXIN1"
"96952","Basal cell carcinoma","05217","kegg","AXIN2"
"96953","Basal cell carcinoma","05217","kegg","Apc2"
"96954","Basal cell carcinoma","05217","kegg","DVL2"
"96955","Basal cell carcinoma","05217","kegg","WNT7B"
"96956","Basal cell carcinoma","05217","kegg","FZD10"
"96957","Basal cell carcinoma","05217","kegg","WNT5B"
"96958","Basal cell carcinoma","05217","kegg","GLI2"
"96959","Basal cell carcinoma","05217","kegg","FZD6"
"96960","Basal cell carcinoma","05217","kegg","DDB2"
"96961","Basal cell carcinoma","05217","kegg","WNT10B"
"96962","Basal cell carcinoma","05217","kegg","WNT3"
"96963","Basal cell carcinoma","05217","kegg","WNT2"
"96964","Basal cell carcinoma","05217","kegg","DVL3"
"96965","Basal cell carcinoma","05217","kegg","APC"
"96966","Basal cell carcinoma","05217","kegg","WNT11"
"96967","Basal cell carcinoma","05217","kegg","FZD8"
"96968","Basal cell carcinoma","05217","kegg","CDKN1A"
"96969","Basal cell carcinoma","05217","kegg","WNT6"
"96970","Basal cell carcinoma","05217","kegg","SMO"
"96971","Basal cell carcinoma","05217","kegg","FZD1"
"96972","Basal cell carcinoma","05217","kegg","POLK"
"96973","Basal cell carcinoma","05217","kegg","CTNNB1"
"96974","Basal cell carcinoma","05217","kegg","WNT9B"
"96975","Basal cell carcinoma","05217","kegg","WNT1"
"96976","Basal cell carcinoma","05217","kegg","BMP4"
"96977","Basal cell carcinoma","05217","kegg","BAK1"
"96978","Basal cell carcinoma","05217","kegg","GLI3"
"96979","Basal cell carcinoma","05217","kegg","GADD45B"
"96980","Basal cell carcinoma","05217","kegg","PTCH1"
"96981","Basal cell carcinoma","05217","kegg","FZD5"
"96982","Basal cell carcinoma","05217","kegg","WNT4"
"96983","Basal cell carcinoma","05217","kegg","WNT3A"
"96984","Apoptosis","04210","kegg","SPTAN1"
"96985","Apoptosis","04210","kegg","JUN"
"96986","Apoptosis","04210","kegg","PIK3CD"
"96987","Apoptosis","04210","kegg","MAPK3"
"96988","Apoptosis","04210","kegg","GADD45A"
"96989","Apoptosis","04210","kegg","TUBA1C"
"96990","Apoptosis","04210","kegg","TNFSF10"
"96991","Apoptosis","04210","kegg","TUBA4A"
"96992","Apoptosis","04210","kegg","GADD45B"
"96993","Apoptosis","04210","kegg","BAK1"
"96994","Apoptosis","04210","kegg","BIRC3"
"96995","Apoptosis","04210","kegg","MAPK1"
"96996","Apoptosis","04210","kegg","BCL2A1"
"96997","Apoptosis","04210","kegg","CTSD"
"96998","Apoptosis","04210","kegg","MAPK9"
"96999","Apoptosis","04210","kegg","CASP8"
"97000","Apoptosis","04210","kegg","FADD"
"97001","Apoptosis","04210","kegg","PIK3R1"
"97002","Apoptosis","04210","kegg","BBC3"
"97003","Apoptosis","04210","kegg","DIABLO"
"97004","Apoptosis","04210","kegg","NTRK1"
"97005","Apoptosis","04210","kegg","CAPN1"
"97006","Apoptosis","04210","kegg","TUBA1B"
"97007","Apoptosis","04210","kegg","TUBA1A"
"97008","Apoptosis","04210","kegg","RELA"
"97009","Apoptosis","04210","kegg","NRAS"
"97010","Apoptosis","04210","kegg","MCL1"
"97011","Apoptosis","04210","kegg","CASP6"
"97012","Apoptosis","04210","kegg","PARP2"
"97013","Apoptosis","04210","kegg","BCL2"
"97014","Apoptosis","04210","kegg","MAPK10"
"97015","Apoptosis","04210","kegg","TUBA8"
"97016","Apoptosis","04210","kegg","BID"
"97017","Apoptosis","04210","kegg","FASLG"
"97018","Apoptosis","04210","kegg","TRAF1"
"97019","Apoptosis","04210","kegg","PARP3"
"97020","Apoptosis","04210","kegg","MAPK8"
"97021","Apoptosis","04210","kegg","TRADD"
"97022","Apoptosis","04210","kegg","DFFA"
"97023","Apoptosis","04210","kegg","RIPK1"
"97024","Apoptosis","04210","kegg","CASP3"
"97025","Apoptosis","04210","kegg","NFKBIA"
"97026","Apoptosis","04210","kegg","FAS"
"97027","Apoptosis","04210","kegg","LMNA"
"97028","Apoptosis","04210","kegg","ACTB"
"97029","Apoptosis","04210","kegg","CTSC"
"97030","Apoptosis","04210","kegg","PARP4"
"97031","Apoptosis","04210","kegg","PMAIP1"
"97032","Apoptosis","04210","kegg","CASP12"
"97033","Apoptosis","04210","kegg","BAD"
"97034","Apoptosis","04210","kegg","HRK"
"97035","Apoptosis","04210","kegg","RAF1"
"97036","Apoptosis","04210","kegg","ATM"
"97037","Apoptosis","04210","kegg","PARP1"
"97038","Apoptosis","04210","kegg","ACTG1"
"97039","Apoptosis","04210","kegg","NGF"
"97040","Apoptosis","04210","kegg","TP53"
"97041","Apoptosis","04210","kegg","AKT2"
"97042","Apoptosis","04210","kegg","TRAF2"
"97043","Apoptosis","04210","kegg","PDPK1"
"97044","Apoptosis","04210","kegg","IL3"
"97045","Apoptosis","04210","kegg","GZMB"
"97046","Apoptosis","04210","kegg","ERN1"
"97047","Apoptosis","04210","kegg","AIFM1"
"97048","Apoptosis","04210","kegg","TNF"
"97049","Apoptosis","04210","kegg","PIK3CA"
"97050","Apoptosis","04210","kegg","HTRA2"
"97051","Apoptosis","04210","kegg","PIK3R3"
"97052","Apoptosis","04210","kegg","DDIT3"
"97053","Apoptosis","04210","kegg","ENDOG"
"97054","Apoptosis","04210","kegg","FOS"
"97055","Apoptosis","04210","kegg","CFLAR"
"97056","Apoptosis","04210","kegg","LMNB1"
"97057","Apoptosis","04210","kegg","CAPN2"
"97058","Apoptosis","04210","kegg","BCL2L11"
"97059","Apoptosis","04210","kegg","DFFB"
"97060","Apoptosis","04210","kegg","ITPR1"
"97061","Apoptosis","04210","kegg","KRAS"
"97062","Apoptosis","04210","kegg","PIK3CB"
"97063","Apoptosis","04210","kegg","BIRC5"
"97064","Apoptosis","04210","kegg","ITPR2"
"97065","Apoptosis","04210","kegg","BAX"
"97066","Apoptosis","04210","kegg","APAF1"
"97067","Apoptosis","04210","kegg","CASP10"
"97068","Apoptosis","04210","kegg","AKT1"
"97069","Apoptosis","04210","kegg","EIF2AK3"
"97070","Apoptosis","04210","kegg","CSF2RB"
"97071","Apoptosis","04210","kegg","MAP3K5"
"97072","Apoptosis","04210","kegg","IKBKB"
"97073","Apoptosis","04210","kegg","TUBA3E"
"97074","Apoptosis","04210","kegg","TUBA3C"
"97075","Apoptosis","04210","kegg","TUBAL3"
"97076","Apoptosis","04210","kegg","CYCS"
"97077","Apoptosis","04210","kegg","PIK3R2"
"97078","Apoptosis","04210","kegg","MAP2K1"
"97079","Apoptosis","04210","kegg","PRF1"
"97080","Apoptosis","04210","kegg","CASP2"
"97081","Apoptosis","04210","kegg","ITPR3"
"97082","Apoptosis","04210","kegg","CHUK"
"97083","Apoptosis","04210","kegg","TUBA3D"
"97084","Apoptosis","04210","kegg","TNFRSF1A"
"97085","Apoptosis","04210","kegg","CASP9"
"97086","Apoptosis","04210","kegg","AKT3"
"97087","Apoptosis","04210","kegg","PTPN13"
"97088","Apoptosis","04210","kegg","CASP7"
"97089","Apoptosis","04210","kegg","HRAS"
"97090","Apoptosis","04210","kegg","BIRC2"
"97091","Apoptosis","04210","kegg","NFKB1"
"97092","Apoptosis","04210","kegg","LMNB2"
"97093","Apoptosis","04210","kegg","MAP3K14"
"97094","Apoptosis","04210","kegg","DAXX"
"97095","Apoptosis","04210","kegg","TNFRSF10B"
"97096","Apoptosis","04210","kegg","MAP2K2"
"97098","Apoptosis","04210","kegg","EIF2S1"
"97099","Apoptosis","04210","kegg","ATF4"
"97100","Apoptosis","04210","kegg","BCL2L1"
"97101","Fatty acid degradation","00071","kegg","ACSL3"
"97102","Fatty acid degradation","00071","kegg","EHHADH"
"97103","Fatty acid degradation","00071","kegg","ACAA2"
"97104","Fatty acid degradation","00071","kegg","HADH"
"97105","Fatty acid degradation","00071","kegg","ACOX1"
"97106","Fatty acid degradation","00071","kegg","ACOX3"
"97107","Fatty acid degradation","00071","kegg","ACSBG1"
"97108","Fatty acid degradation","00071","kegg","ACSL1"
"97109","Fatty acid degradation","00071","kegg","CPT1A"
"97110","Fatty acid degradation","00071","kegg","ADH1C"
"97111","Fatty acid degradation","00071","kegg","ACSL6"
"97112","Fatty acid degradation","00071","kegg","ADH5"
"97113","Fatty acid degradation","00071","kegg","CPT2"
"97114","Fatty acid degradation","00071","kegg","GCDH"
"97115","Fatty acid degradation","00071","kegg","ALDH1B1"
"97116","Fatty acid degradation","00071","kegg","ACSL5"
"97117","Fatty acid degradation","00071","kegg","HADHB"
"97118","Fatty acid degradation","00071","kegg","ALDH3A2"
"97119","Fatty acid degradation","00071","kegg","ADH1B"
"97120","Fatty acid degradation","00071","kegg","DCI"
"97121","Fatty acid degradation","00071","kegg","ACADL"
"97122","Fatty acid degradation","00071","kegg","CYP4A11"
"97123","Fatty acid degradation","00071","kegg","ACAT1"
"97124","Fatty acid degradation","00071","kegg","ALDH2"
"97125","Fatty acid degradation","00071","kegg","HADHA"
"97126","Fatty acid degradation","00071","kegg","ECHS1"
"97127","Fatty acid degradation","00071","kegg","ACADM"
"97128","Fatty acid degradation","00071","kegg","CYP4A22"
"97129","Fatty acid degradation","00071","kegg","ACADS"
"97130","Fatty acid degradation","00071","kegg","ALDH7A1"
"97131","Fatty acid degradation","00071","kegg","ACADSB"
"97132","Fatty acid degradation","00071","kegg","ACSL4"
"97133","Fatty acid degradation","00071","kegg","ADH1A"
"97134","Fatty acid degradation","00071","kegg","CPT1C"
"97135","Fatty acid degradation","00071","kegg","ACADVL"
"97136","Fatty acid degradation","00071","kegg","ALDH9A1"
"97137","Fatty acid degradation","00071","kegg","ACAA1"
"97138","Fatty acid degradation","00071","kegg","PAM"
"97139","Fatty acid degradation","00071","kegg","ACAT2"
"97140","Small cell lung cancer","05222","kegg","CASP3"
"97141","Small cell lung cancer","05222","kegg","AKT1"
"97142","Small cell lung cancer","05222","kegg","POLK"
"97143","Small cell lung cancer","05222","kegg","CCND1"
"97144","Small cell lung cancer","05222","kegg","FHIT"
"97145","Small cell lung cancer","05222","kegg","ITGAV"
"97146","Small cell lung cancer","05222","kegg","AKT3"
"97147","Small cell lung cancer","05222","kegg","CDK4"
"97148","Small cell lung cancer","05222","kegg","RXRG"
"97149","Small cell lung cancer","05222","kegg","AKT2"
"97150","Small cell lung cancer","05222","kegg","CYCS"
"97151","Small cell lung cancer","05222","kegg","NFKB1"
"97152","Small cell lung cancer","05222","kegg","BCL2L1"
"97153","Small cell lung cancer","05222","kegg","CHUK"
"97154","Small cell lung cancer","05222","kegg","E2F1"
"97155","Small cell lung cancer","05222","kegg","COL4A1"
"97156","Small cell lung cancer","05222","kegg","BCL2"
"97157","Small cell lung cancer","05222","kegg","LAMB2"
"97158","Small cell lung cancer","05222","kegg","FN1"
"97159","Small cell lung cancer","05222","kegg","CCNE2"
"97160","Small cell lung cancer","05222","kegg","PIK3CD"
"97161","Small cell lung cancer","05222","kegg","TRAF6"
"97162","Small cell lung cancer","05222","kegg","LAMB1"
"97163","Small cell lung cancer","05222","kegg","LAMA5"
"97164","Small cell lung cancer","05222","kegg","SKP2"
"97165","Small cell lung cancer","05222","kegg","PTEN"
"97166","Small cell lung cancer","05222","kegg","CDK2"
"97167","Small cell lung cancer","05222","kegg","CDKN2B"
"97168","Small cell lung cancer","05222","kegg","PTGS2"
"97169","Small cell lung cancer","05222","kegg","CDK6"
"97170","Small cell lung cancer","05222","kegg","COL4A6"
"97171","Small cell lung cancer","05222","kegg","ITGA3"
"97172","Small cell lung cancer","05222","kegg","ITGB1"
"97173","Small cell lung cancer","05222","kegg","TRAF3"
"97174","Small cell lung cancer","05222","kegg","PIK3CA"
"97175","Small cell lung cancer","05222","kegg","APAF1"
"97176","Small cell lung cancer","05222","kegg","BIRC3"
"97177","Small cell lung cancer","05222","kegg","E2F3"
"97178","Small cell lung cancer","05222","kegg","CDKN1B"
"97179","Small cell lung cancer","05222","kegg","TRAF2"
"97180","Small cell lung cancer","05222","kegg","LAMA4"
"97181","Small cell lung cancer","05222","kegg","NFKBIA"
"97182","Small cell lung cancer","05222","kegg","GADD45A"
"97183","Small cell lung cancer","05222","kegg","LAMA3"
"97184","Small cell lung cancer","05222","kegg","LAMB3"
"97185","Small cell lung cancer","05222","kegg","RELA"
"97186","Small cell lung cancer","05222","kegg","E2F2"
"97187","Small cell lung cancer","05222","kegg","BAX"
"97188","Small cell lung cancer","05222","kegg","RXRB"
"97189","Small cell lung cancer","05222","kegg","LAMA2"
"97190","Small cell lung cancer","05222","kegg","RXRA"
"97191","Small cell lung cancer","05222","kegg","LAMC3"
"97192","Small cell lung cancer","05222","kegg","ZBTB17"
"97193","Small cell lung cancer","05222","kegg","PIK3CB"
"97194","Small cell lung cancer","05222","kegg","RB1"
"97195","Small cell lung cancer","05222","kegg","IKBKB"
"97196","Small cell lung cancer","05222","kegg","CASP9"
"97197","Small cell lung cancer","05222","kegg","ITGA6"
"97198","Small cell lung cancer","05222","kegg","PIK3R2"
"97199","Small cell lung cancer","05222","kegg","COL4A2"
"97200","Small cell lung cancer","05222","kegg","GADD45B"
"97201","Small cell lung cancer","05222","kegg","TRAF1"
"97202","Small cell lung cancer","05222","kegg","CDKN1A"
"97203","Small cell lung cancer","05222","kegg","ITGA2B"
"97204","Small cell lung cancer","05222","kegg","DDB2"
"97205","Small cell lung cancer","05222","kegg","CCNE1"
"97206","Small cell lung cancer","05222","kegg","TP53"
"97207","Small cell lung cancer","05222","kegg","PIK3R3"
"97208","Small cell lung cancer","05222","kegg","PIK3R1"
"97209","Small cell lung cancer","05222","kegg","PTK2"
"97210","Small cell lung cancer","05222","kegg","LAMC1"
"97211","Small cell lung cancer","05222","kegg","MAX"
"97212","Small cell lung cancer","05222","kegg","LAMA1"
"97213","Small cell lung cancer","05222","kegg","LAMC2"
"97214","Small cell lung cancer","05222","kegg","BIRC2"
"97215","Small cell lung cancer","05222","kegg","ITGA2"
"97216","Small cell lung cancer","05222","kegg","BAK1"
"97217","Small cell lung cancer","05222","kegg","NOS2"
"97218","Small cell lung cancer","05222","kegg","RARB"
"97219","Small cell lung cancer","05222","kegg","COL4A4"
"97220","Intestinal immune network for IgA production","04672","kegg","HLA-DMA"
"97221","Intestinal immune network for IgA production","04672","kegg","IL6"
"97222","Intestinal immune network for IgA production","04672","kegg","HLA-DPB1"
"97223","Intestinal immune network for IgA production","04672","kegg","CCL28"
"97224","Intestinal immune network for IgA production","04672","kegg","HLA-DQB1"
"97225","Intestinal immune network for IgA production","04672","kegg","HLA-DMB"
"97226","Intestinal immune network for IgA production","04672","kegg","HLA-DQA2"
"97227","Intestinal immune network for IgA production","04672","kegg","TGFB1"
"97228","Intestinal immune network for IgA production","04672","kegg","CD28"
"97229","Intestinal immune network for IgA production","04672","kegg","CD86"
"97230","Intestinal immune network for IgA production","04672","kegg","AICDA"
"97231","Intestinal immune network for IgA production","04672","kegg","HLA-DRB4"
"97232","Intestinal immune network for IgA production","04672","kegg","CCR10"
"97233","Intestinal immune network for IgA production","04672","kegg","CD40"
"97234","Intestinal immune network for IgA production","04672","kegg","ITGB7"
"97235","Intestinal immune network for IgA production","04672","kegg","HLA-DRB3"
"97236","Intestinal immune network for IgA production","04672","kegg","HLA-DRA"
"97237","Intestinal immune network for IgA production","04672","kegg","CD80"
"97238","Intestinal immune network for IgA production","04672","kegg","HLA-DOB"
"97239","Intestinal immune network for IgA production","04672","kegg","CXCR4"
"97240","Intestinal immune network for IgA production","04672","kegg","HLA-DQA1"
"97241","Intestinal immune network for IgA production","04672","kegg","HLA-DOA"
"97242","Intestinal immune network for IgA production","04672","kegg","HLA-DRB5"
"97243","Intestinal immune network for IgA production","04672","kegg","IL10"
"97244","Intestinal immune network for IgA production","04672","kegg","HLA-DPA1"
"97245","Intestinal immune network for IgA production","04672","kegg","CCR9"
"97246","Intestinal immune network for IgA production","04672","kegg","ITGA4"
"97247","Intestinal immune network for IgA production","04672","kegg","IL15"
"97248","Intestinal immune network for IgA production","04672","kegg","MAP3K14"
"97249","Platelet activation","04611","kegg","P2RY12"
"97250","Platelet activation","04611","kegg","BTK"
"97251","Platelet activation","04611","kegg","FYN"
"97252","Platelet activation","04611","kegg","GNAI3"
"97253","Platelet activation","04611","kegg","TBXA2R"
"97254","Platelet activation","04611","kegg","PRKACG"
"97255","Platelet activation","04611","kegg","GNAI2"
"97256","Platelet activation","04611","kegg","GUCY1B3"
"97257","Platelet activation","04611","kegg","RASGRP2"
"97258","Platelet activation","04611","kegg","ADCY5"
"97259","Platelet activation","04611","kegg","PTGIR"
"97260","Platelet activation","04611","kegg","MAPK14"
"97261","Platelet activation","04611","kegg","ADCY4"
"97262","Platelet activation","04611","kegg","VWF"
"97263","Platelet activation","04611","kegg","TBXAS1"
"97264","Platelet activation","04611","kegg","MYLK3"
"97265","Platelet activation","04611","kegg","PPP1CC"
"97266","Platelet activation","04611","kegg","SNAP23"
"97267","Platelet activation","04611","kegg","GNAS"
"97268","Platelet activation","04611","kegg","ITGA2"
"97269","Platelet activation","04611","kegg","cAMP"
"97270","Platelet activation","04611","kegg","SRC"
"97271","Platelet activation","04611","kegg","ADCY8"
"97272","Platelet activation","04611","kegg","ARHGEF1"
"97273","Platelet activation","04611","kegg","P2RX1"
"97274","Platelet activation","04611","kegg","PIK3R1"
"97275","Platelet activation","04611","kegg","P2RY1"
"97276","Platelet activation","04611","kegg","ADCY7"
"97277","Platelet activation","04611","kegg","F2RL3"
"97278","Platelet activation","04611","kegg","GNA13"
"97279","Platelet activation","04611","kegg","MAPK13"
"97280","Platelet activation","04611","kegg","ADCY1"
"97281","Platelet activation","04611","kegg","ACTB"
"97282","Platelet activation","04611","kegg","PRKCI"
"97283","Platelet activation","04611","kegg","LYN"
"97284","Platelet activation","04611","kegg","MAPK3"
"97285","Platelet activation","04611","kegg","PPP1CA"
"97286","Platelet activation","04611","kegg","COL3A1"
"97287","Platelet activation","04611","kegg","RHOA"
"97288","Platelet activation","04611","kegg","PLA2G4A"
"97289","Platelet activation","04611","kegg","SYK"
"97290","Platelet activation","04611","kegg","PRKACA"
"97291","Platelet activation","04611","kegg","ITPR1"
"97292","Platelet activation","04611","kegg","PRKACB"
"97293","Platelet activation","04611","kegg","RASGRP1"
"97294","Platelet activation","04611","kegg","PLCB3"
"97295","Platelet activation","04611","kegg","PPP1CB"
"97296","Platelet activation","04611","kegg","PLCG2"
"97297","Platelet activation","04611","kegg","PIK3R5"
"97298","Platelet activation","04611","kegg","ITPR3"
"97299","Platelet activation","04611","kegg","ADCY6"
"97300","Platelet activation","04611","kegg","COL1A2"
"97301","Platelet activation","04611","kegg","PLA2G4D"
"97302","Platelet activation","04611","kegg","ARHGEF12"
"97303","Platelet activation","04611","kegg","GNAI1"
"97304","Platelet activation","04611","kegg","PLCB4"
"97305","Platelet activation","04611","kegg","ACTG1"
"97306","Platelet activation","04611","kegg","MYLK"
"97307","Platelet activation","04611","kegg","MYLK2"
"97308","Platelet activation","04611","kegg","MYLK4"
"97309","Platelet activation","04611","kegg","MAPK1"
"97310","Platelet activation","04611","kegg","PIK3CA"
"97311","Platelet activation","04611","kegg","ADCY2"
"97312","Platelet activation","04611","kegg","MAPK12"
"97313","Platelet activation","04611","kegg","GUCY1A2"
"97314","Platelet activation","04611","kegg","AKT1"
"97315","Platelet activation","04611","kegg","MYL12B"
"97316","Platelet activation","04611","kegg","PIK3CB"
"97317","Platelet activation","04611","kegg","PTGS1"
"97318","Platelet activation","04611","kegg","VASP"
"97319","Platelet activation","04611","kegg","STIM1"
"97320","Platelet activation","04611","kegg","PRKCZ"
"97321","Platelet activation","04611","kegg","COL1A1"
"97322","Platelet activation","04611","kegg","PLA2G4C"
"97323","Platelet activation","04611","kegg","PLA2G4E"
"97324","Platelet activation","04611","kegg","ADCY3"
"97325","Platelet activation","04611","kegg","TLN1"
"97326","Platelet activation","04611","kegg","PIK3R3"
"97327","Platelet activation","04611","kegg","PIK3R2"
"97328","Platelet activation","04611","kegg","PPP1R12A"
"97329","Platelet activation","04611","kegg","PRKG1"
"97330","Platelet activation","04611","kegg","PLA2G4F"
"97331","Platelet activation","04611","kegg","ROCK2"
"97332","Platelet activation","04611","kegg","RAP1A"
"97333","Platelet activation","04611","kegg","ITGB3"
"97334","Platelet activation","04611","kegg","F2R"
"97335","Platelet activation","04611","kegg","PIK3CD"
"97336","Platelet activation","04611","kegg","GUCY1A3"
"97337","Platelet activation","04611","kegg","GNAQ"
"97338","Platelet activation","04611","kegg","GRLF1"
"97339","Platelet activation","04611","kegg","ITGA2B"
"97340","Platelet activation","04611","kegg","MAPK11"
"97341","Platelet activation","04611","kegg","FGB"
"97342","Platelet activation","04611","kegg","ITPR2"
"97343","Platelet activation","04611","kegg","AKT3"
"97344","Platelet activation","04611","kegg","ROCK1"
"97345","Platelet activation","04611","kegg","NOS3"
"97346","Platelet activation","04611","kegg","MYL12A"
"97347","Platelet activation","04611","kegg","PIK3CG"
"97348","Platelet activation","04611","kegg","AKT2"
"97349","Platelet activation","04611","kegg","PLCB1"
"97350","Platelet activation","04611","kegg","ITGB1"
"97351","Platelet activation","04611","kegg","PLCB2"
"97352","Platelet activation","04611","kegg","RAP1B"
"97353","Platelet activation","04611","kegg","ADCY9"
